DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131118",131118,Mk10,DS,2,0,0,60,60,19:48:30 11-Nov-2013,B,,,,,,,,,,
"131118",131118,Mk10,DS,6,0,0,60,60,20:32:59 11-Nov-2013,L,1,47.6800,-122.1270,,,50,,401677525,-130,
"131118",131118,Mk10,DS,6,0,0,60,60,20:36:00 11-Nov-2013,A,2,47.6810,-122.1290,,,50,,401677525,-122,
"131118",131118,Mk10,DS,8,0,1,68,60,21:17:52 11-Nov-2013,P,2,47.6760,-122.1340,,,58,,401677521,-121,
"131118",131118,Mk10,DS,9,0,0,60,60,21:41:29 11-Nov-2013,N,3,47.6760,-122.1360,,,50,,401677521,-122,
"131118",131118,Mk10,DS,5,0,1,75,60,22:09:59 11-Nov-2013,K,2,47.6750,-122.1370,,,60,,401677522,-136,
"131118",131118,Mk10,DS,4,0,0,60,60,22:59:59 11-Nov-2013,P,1,47.6740,-122.1350,,,58,,401677521,-129,
"131118",131118,Mk10,DS,9,0,0,67,60,23:25:43 11-Nov-2013,N,3,47.6770,-122.1320,,,58,,401677522,-122,
"131118",131118,Mk10,DS,7,0,0,70,60,23:50:09 11-Nov-2013,K,3,47.6770,-122.1360,,,50,,401677522,-120,
"131118",131118,Mk10,DS,5,0,0,60,60,01:00:30 12-Nov-2013,R,2,47.6780,-122.1340,,,68,,401677523,-132,
"131118",131118,Mk10,DS,4,0,0,60,60,01:08:59 12-Nov-2013,N,2,47.6750,-122.1320,,,50,,401677523,-128,
"131118",131118,Mk10,DS,4,0,0,120,60,01:28:29 12-Nov-2013,K,3,47.6770,-122.1350,,,58,,401677524,-129,
"131118",131118,Mk10,DS,1,0,1,,,20:58:57 28-Feb-2016,N,,,,,,,,,,
"131118",131118,Mk10,DS,1,0,1,,,21:11:28 28-Feb-2016,P,,,,,,,,,,
