DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131118",131118,Mk10,Strong,11-Nov-2013,19:47:28,11-Nov-2013,19:47:30
"131118",131118,Mk10,Strong,12-Nov-2013,01:33:28,12-Nov-2013,01:33:30
