DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131120",131120,Mk10,DS,5,0,0,60,60,19:51:23 11-Nov-2013,B,,,,,,,,,,
"131120",131120,Mk10,DS,6,0,0,60,60,20:32:53 11-Nov-2013,L,2,47.6800,-122.1310,,,50,,401677463,-126,
"131120",131120,Mk10,DS,6,0,0,60,60,20:35:53 11-Nov-2013,A,2,47.6790,-122.1310,,,50,,401677463,-117,
"131120",131120,Mk10,DS,10,0,1,73,60,21:17:41 11-Nov-2013,P,2,47.6750,-122.1370,,,58,,401677459,-117,
"131120",131120,Mk10,DS,10,0,0,60,60,21:41:23 11-Nov-2013,N,3,47.6760,-122.1390,,,50,,401677459,-124,
"131120",131120,Mk10,DS,7,0,2,60,60,22:10:11 11-Nov-2013,K,2,47.6780,-122.1350,,,50,,401677459,-133,
"131120",131120,Mk10,DS,6,0,1,60,60,22:59:53 11-Nov-2013,P,2,47.6760,-122.1360,,,68,,401677460,-124,
"131120",131120,Mk10,DS,12,0,0,60,60,23:25:53 11-Nov-2013,N,3,47.6770,-122.1320,,,50,,401677461,-117,
"131120",131120,Mk10,DS,9,0,0,67,60,23:50:53 11-Nov-2013,K,3,47.6770,-122.1370,,,50,,401677462,-122,
"131120",131120,Mk10,DS,6,0,0,60,60,00:59:53 12-Nov-2013,R,2,47.6770,-122.1340,,,58,,401677463,-132,
"131120",131120,Mk10,DS,4,0,0,60,60,01:08:53 12-Nov-2013,N,1,47.6770,-122.1350,,,50,,401677463,-125,
"131120",131120,Mk10,DS,10,0,1,60,60,01:26:23 12-Nov-2013,K,3,47.6780,-122.1350,,,58,,401677464,-120,
"131120",131120,Mk10,DS,1,0,1,,,20:54:30 28-Feb-2016,K,,,,,,,,,,
"131120",131120,Mk10,DS,3,1,1,,,21:04:53 28-Feb-2016,R,,,,,,,,,,
"131120",131120,Mk10,DS,3,1,1,,,21:04:53 28-Feb-2016,N,,,,,,,,,,
"131120",131120,Mk10,DS,1,0,1,,,21:13:40 28-Feb-2016,P,,,,,,,,,,
"131120",131120,Mk10,DS,1,0,1,,,22:36:08 28-Feb-2016,K,B,-63.4340,-56.8090,,,7,,401677433,-128,
"131120",131120,Mk10,DS,1,0,1,,,22:41:57 28-Feb-2016,R,,,,,,,,,,
"131120",131120,Mk10,DS,1,0,1,,,22:49:00 28-Feb-2016,P,,,,,,,,,,
"131120",131120,Mk10,DS,1,0,0,,,23:47:47 28-Feb-2016,A,B,-63.4230,-56.8550,,,6,,401677440,-129,
