DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131120",131120,Mk10,Strong,11-Nov-2013,19:47:21,11-Nov-2013,19:47:23
"131120",131120,Mk10,Strong,12-Nov-2013,01:33:21,12-Nov-2013,01:33:23
"131120",131120,Mk10,Strong,29-Feb-2016,04:47:35,28-Feb-2016,23:47:48
