DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
"131120",131120,0.500000,Transmission,Mk10,4,01:14:00 29-Feb-2016,01:38:32 29-Feb-2016,Message,10,,,,1462.000000,1482.000000,,,,,,,,,,,,,
"131120",131120,0.500000,Transmission,Mk10,4,01:14:00 29-Feb-2016,01:15:32 29-Feb-2016,Dive,1,U,18.5,18.5,91,93,,,,,,,,,,,,,
"131120",131120,0.500000,Transmission,Mk10,4,01:15:32 29-Feb-2016,01:15:52 29-Feb-2016,Surface,,,,,19,21,,,,,,,,,,,,,3,17
"131120",131120,0.500000,Transmission,Mk10,4,01:15:52 29-Feb-2016,01:17:46 29-Feb-2016,Dive,1,V,20.0,20.0,113,115,,,,,,,,,,,,,
"131120",131120,0.500000,Transmission,Mk10,4,01:17:46 29-Feb-2016,01:17:48 29-Feb-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
"131120",131120,0.500000,Transmission,Mk10,4,01:17:48 29-Feb-2016,01:20:34 29-Feb-2016,Dive,1,V,18.0,18.0,165,167,,,,,,,,,,,,,
"131120",131120,0.500000,Transmission,Mk10,4,01:20:34 29-Feb-2016,01:26:44 29-Feb-2016,Surface,,,,,369,371,,,,,,,,,,,,,12,358
"131120",131120,0.500000,Transmission,Mk10,4,01:26:44 29-Feb-2016,01:33:38 29-Feb-2016,Dive,1,Square,109.0,110.5,413,415,,,,,,,,,,,,,
"131120",131120,0.500000,Transmission,Mk10,4,01:33:38 29-Feb-2016,01:35:12 29-Feb-2016,Surface,,,,,93,95,,,,,,,,,,,,,9,85
"131120",131120,0.500000,Transmission,Mk10,4,01:35:12 29-Feb-2016,01:37:58 29-Feb-2016,Dive,1,V,17.0,17.0,165,167,,,,,,,,,,,,,
"131120",131120,0.500000,Transmission,Mk10,4,01:37:58 29-Feb-2016,01:38:32 29-Feb-2016,Surface,,,,,33,35,,,,,,,,,,,,,5,29
