DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
"131117",131117,,Mk10,22:00:00 28-Feb-2016,,,,0.000000,0.000000,Behavior,65.750000,0.750000,Behavior
"131117",131117,,Mk10,04:00:00 29-Feb-2016,,,,0.000000,0.000000,Behavior,83.750000,0.750000,Behavior
"131117",131117,,Mk10,10:00:00 29-Feb-2016,,,,0.000000,0.000000,Behavior,71.750000,0.750000,Behavior
"131117",131117,,Mk10,16:00:00 29-Feb-2016,,,,0.000000,0.000000,Status,89.750000,0.750000,Behavior
"131117",131117,,Mk10,22:00:00 29-Feb-2016,,,,0.000000,0.000000,Behavior,79.750000,0.750000,Behavior
"131117",131117,,Mk10,04:00:00 01-Mar-2016,,,,0.000000,0.000000,Behavior,21.000000,0.000000,Behavior
"131117",131117,,Mk10,10:00:00 01-Mar-2016,,,,0.000000,0.000000,Status,,
"131117",131117,,Mk10,22:00:00 01-Mar-2016,,,,0.000000,0.000000,Status,45.750000,0.250000,Behavior
"131117",131117,,Mk10,04:00:00 02-Mar-2016,,,,0.000000,0.000000,Status,25.750000,0.250000,Behavior
"131117",131117,,Mk10,10:00:00 02-Mar-2016,,,,0.000000,0.000000,Behavior,52.750000,0.250000,Behavior
"131117",131117,,Mk10,16:00:00 02-Mar-2016,,,,0.000000,0.000000,Behavior,50.750000,0.250000,Behavior
"131117",131117,,Mk10,22:00:00 02-Mar-2016,,,,0.000000,0.000000,Status,65.750000,0.750000,Behavior
"131117",131117,,Mk10,10:00:00 03-Mar-2016,,,,0.000000,0.000000,Behavior,49.750000,0.250000,Behavior
"131117",131117,,Mk10,16:00:00 03-Mar-2016,,,,0.000000,0.000000,Behavior,31.750000,0.250000,Behavior
"131117",131117,,Mk10,22:00:00 03-Mar-2016,,,,0.000000,0.000000,Status,41.750000,0.250000,Behavior
"131117",131117,,Mk10,04:00:00 04-Mar-2016,,,,0.000000,0.000000,Behavior,32.000000,0.250000,TimeSeries
"131117",131117,,Mk10,16:00:00 04-Mar-2016,,,,0.000000,0.000000,Behavior,36.750000,0.250000,Behavior
"131117",131117,,Mk10,22:00:00 04-Mar-2016,,,,0.000000,0.000000,Behavior,41.000000,0.250000,TimeSeries
"131117",131117,,Mk10,10:00:00 05-Mar-2016,,,,0.000000,0.000000,Status,,
"131117",131117,,Mk10,16:00:00 05-Mar-2016,,,,0.000000,0.000000,Behavior,65.750000,0.750000,Behavior
"131117",131117,,Mk10,22:00:00 05-Mar-2016,,,,0.000000,0.000000,Behavior,51.750000,0.250000,Behavior
"131117",131117,,Mk10,04:00:00 06-Mar-2016,,,,0.000000,0.000000,Behavior,24.750000,0.250000,Behavior
"131117",131117,,Mk10,10:00:00 06-Mar-2016,,,,0.000000,0.000000,Behavior,105.750000,0.750000,Behavior
"131117",131117,,Mk10,16:00:00 06-Mar-2016,,,,0.000000,0.000000,Behavior,71.750000,0.750000,Behavior
"131117",131117,,Mk10,22:00:00 06-Mar-2016,,,,0.000000,0.000000,Behavior,24.000000,0.000000,Behavior
