DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131117",131117,Mk10,Strong,01-Mar-2016,01:56:00,29-Feb-2016,20:56:10
"131117",131117,Mk10,Strong,10-Mar-2016,23:34:33,10-Mar-2016,18:34:42
