DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
"131118",131118,0.500000,Mk10,16:00:00 29-Feb-2016,,,,0.000000,0.000000,Behavior,33.750000,0.250000,Behavior
"131118",131118,0.500000,Mk10,22:00:00 29-Feb-2016,,,,0.000000,0.000000,Behavior,89.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,04:00:00 02-Mar-2016,,,,0.000000,0.000000,Behavior,19.000000,0.000000,Behavior
"131118",131118,0.500000,Mk10,10:00:00 02-Mar-2016,,,,0.000000,0.000000,Behavior,52.750000,0.250000,Behavior
"131118",131118,0.500000,Mk10,04:00:00 03-Mar-2016,,,,0.000000,0.000000,Behavior,17.500000,0.000000,Behavior
"131118",131118,0.500000,Mk10,10:00:00 03-Mar-2016,,,,0.000000,0.000000,Behavior,51.750000,0.250000,Behavior
"131118",131118,0.500000,Mk10,10:00:00 05-Mar-2016,,,,0.000000,0.000000,Behavior,63.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,22:00:00 05-Mar-2016,,,,0.000000,0.000000,Behavior,44.750000,0.250000,Behavior
"131118",131118,0.500000,Mk10,16:00:00 06-Mar-2016,,,,0.000000,0.000000,Behavior,73.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,22:00:00 06-Mar-2016,,,,0.000000,0.000000,Behavior,63.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,10:00:00 07-Mar-2016,,,,0.000000,0.000000,Behavior,63.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,16:00:00 07-Mar-2016,,,,0.000000,0.000000,Behavior,41.750000,0.250000,Behavior
"131118",131118,0.500000,Mk10,22:00:00 07-Mar-2016,,,,0.000000,0.000000,Behavior,75.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,16:00:00 08-Mar-2016,,,,0.000000,0.000000,Behavior,71.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,22:00:00 08-Mar-2016,,,,0.000000,0.000000,Behavior,40.750000,0.250000,Behavior
"131118",131118,0.500000,Mk10,04:00:00 09-Mar-2016,,,,0.000000,0.000000,TimeSeries,48.000000,0.250000,TimeSeries
"131118",131118,0.500000,Mk10,22:00:00 09-Mar-2016,,,,0.000000,0.000000,Behavior,97.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,16:00:00 10-Mar-2016,,,,0.000000,0.000000,Status,,
"131118",131118,0.500000,Mk10,22:00:00 10-Mar-2016,,,,0.000000,0.000000,Status,123.750000,1.750000,Behavior
"131118",131118,0.500000,Mk10,04:00:00 11-Mar-2016,,,,0.000000,0.000000,Behavior,51.750000,0.250000,Behavior
"131118",131118,0.500000,Mk10,10:00:00 11-Mar-2016,,,,0.000000,0.000000,Behavior,49.750000,0.250000,Behavior
"131118",131118,0.500000,Mk10,22:00:00 11-Mar-2016,,,,0.000000,0.000000,Behavior,26.750000,0.250000,Behavior
"131118",131118,0.500000,Mk10,04:00:00 12-Mar-2016,,,,0.000000,0.000000,Behavior,57.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,10:00:00 12-Mar-2016,,,,0.000000,0.000000,Behavior,83.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,16:00:00 12-Mar-2016,,,,0.000000,0.000000,Behavior,25.750000,0.250000,Behavior
"131118",131118,0.500000,Mk10,10:00:00 13-Mar-2016,,,,0.000000,0.000000,Behavior,77.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,04:00:00 14-Mar-2016,,,,0.000000,0.000000,Behavior,73.750000,0.750000,Behavior
"131118",131118,0.500000,Mk10,10:00:00 14-Mar-2016,,,,0.000000,0.000000,TimeSeries,192.000000,1.750000,TimeSeries
"131118",131118,0.500000,Mk10,16:00:00 14-Mar-2016,,,,0.000000,0.000000,TimeSeries,320.000000,3.750000,TimeSeries
"131118",131118,0.500000,Mk10,04:00:00 15-Mar-2016,,,,0.000000,0.000000,Status,,
