DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
"131118",131118,0.500000,Transmission,Mk10,1,00:44:00 29-Feb-2016,00:58:32 29-Feb-2016,Message,10,,,,862.000000,882.000000,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,00:44:00 29-Feb-2016,00:45:24 29-Feb-2016,Dive,1,V,35.5,36.0,83,85,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,00:45:24 29-Feb-2016,00:45:26 29-Feb-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
"131118",131118,0.500000,Transmission,Mk10,1,00:45:26 29-Feb-2016,00:49:34 29-Feb-2016,Dive,1,V,43.5,44.0,247,249,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,00:49:34 29-Feb-2016,00:49:36 29-Feb-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
"131118",131118,0.500000,Transmission,Mk10,1,00:49:36 29-Feb-2016,00:50:44 29-Feb-2016,Dive,1,V,20.0,20.0,67,69,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,00:50:44 29-Feb-2016,00:50:46 29-Feb-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
"131118",131118,0.500000,Transmission,Mk10,1,00:50:46 29-Feb-2016,00:53:48 29-Feb-2016,Dive,1,V,17.5,17.5,181,183,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,00:53:48 29-Feb-2016,00:57:12 29-Feb-2016,Surface,,,,,203,205,,,,,,,,,,,,,7,197
"131118",131118,0.500000,Transmission,Mk10,1,00:57:12 29-Feb-2016,00:58:30 29-Feb-2016,Dive,1,V,22.0,22.0,77,79,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,00:58:30 29-Feb-2016,00:58:32 29-Feb-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
"131118",131118,0.500000,Transmission,Mk10,1,02:48:00 29-Feb-2016,03:22:18 29-Feb-2016,Message,10,,,,2048.000000,2068.000000,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,02:48:00 29-Feb-2016,02:54:14 29-Feb-2016,Dive,1,Square,25.5,26.0,373,375,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,02:54:14 29-Feb-2016,02:55:36 29-Feb-2016,Surface,,,,,81,83,,,,,,,,,,,,,5,77
"131118",131118,0.500000,Transmission,Mk10,1,02:55:36 29-Feb-2016,03:05:20 29-Feb-2016,Dive,1,Square,30.5,31.0,583,585,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,03:05:20 29-Feb-2016,03:05:38 29-Feb-2016,Surface,,,,,17,19,,,,,,,,,,,,,4,14
"131118",131118,0.500000,Transmission,Mk10,1,03:05:38 29-Feb-2016,03:08:14 29-Feb-2016,Dive,1,V,51.5,52.0,155,157,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,03:08:14 29-Feb-2016,03:08:16 29-Feb-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
"131118",131118,0.500000,Transmission,Mk10,1,03:08:16 29-Feb-2016,03:13:44 29-Feb-2016,Dive,1,V,53.5,54.0,327,329,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,03:13:44 29-Feb-2016,03:18:02 29-Feb-2016,Surface,,,,,257,259,,,,,,,,,,,,,8,250
"131118",131118,0.500000,Transmission,Mk10,1,03:18:02 29-Feb-2016,03:21:20 29-Feb-2016,Dive,1,V,63.0,64.5,197,199,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,03:21:20 29-Feb-2016,03:22:18 29-Feb-2016,Surface,,,,,57,59,,,,,,,,,,,,,4,54
"131118",131118,0.500000,Transmission,Mk10,1,03:22:00 29-Feb-2016,03:56:26 29-Feb-2016,Message,10,,,,2056.000000,2076.000000,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,03:22:00 29-Feb-2016,03:24:10 29-Feb-2016,Dive,1,V,89.0,90.5,129,131,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,03:24:10 29-Feb-2016,03:24:12 29-Feb-2016,Surface,,,,,1,3,,,,,,,,,,,,,2,0
"131118",131118,0.500000,Transmission,Mk10,1,03:24:12 29-Feb-2016,03:24:54 29-Feb-2016,Dive,1,V,16.5,16.5,41,43,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,03:24:54 29-Feb-2016,03:28:36 29-Feb-2016,Surface,,,,,221,223,,,,,,,,,,,,,7,215
"131118",131118,0.500000,Transmission,Mk10,1,03:28:36 29-Feb-2016,03:38:50 29-Feb-2016,Dive,1,U,24.5,25.0,613,615,,,,,,,,,,,,,
"131118",131118,0.500000,Transmission,Mk10,1,03:38:50 29-Feb-2016,03:43:08 29-Feb-2016,Surface,,,,,257,259,,,,,,,,,,,,,8,250
"131118",131118,0.500000,Transmission,Mk10,1,03:43:08 29-Feb-2016,03:49:40 29-Feb-2016,Dive,1,U,20.0,20.0,391,393,,,,,,,,,,,,,
