DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131132",131132,Mk10,Strong,22-Nov-2013,19:15:26,22-Nov-2013,19:15:27
"131132",131132,Mk10,Strong,26-Nov-2013,20:15:48,26-Nov-2013,20:15:50
