DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131116",131116,Mk10,Strong,11-Nov-2013,19:45:32,11-Nov-2013,19:45:34
"131116",131116,Mk10,Strong,12-Nov-2013,01:32:32,12-Nov-2013,01:32:34
