"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",131116,13440,,,,,,,0,B,,,11/11/2013 19:45:34,1,1,,,,,,,,,,,,,,,0,6,215,59,96,78,98,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131116,13440,47.674,-122.139,1,11/11/2013 20:33:34,Argos,,240,L,,401677571,11/11/2013 20:32:34,1,5,,-131,401677571,-122.139,47.674,,,50,,,,,,,2,6,215,72,32,222,90,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131116,13440,47.674,-122.139,1,11/11/2013 20:33:34,Argos,,240,L,,401677571,11/11/2013 20:33:34,1,5,,-131,401677571,-122.139,47.674,,,50,,,,,,,2,6,215,72,96,10,91,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131116,13440,47.674,-122.139,1,11/11/2013 20:33:34,Argos,,240,L,,401677571,11/11/2013 20:34:34,1,5,,-131,401677571,-122.139,47.674,,,50,,,,,,,2,180,219,72,160,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131116,13440,47.674,-122.138,2,11/11/2013 20:36:34,Argos,,240,A,,401677572,11/11/2013 20:34:34,1,5,,-122,401677572,-122.138,47.674,,,60,,,,,,,2,180,219,72,160,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131116,13440,47.674,-122.139,1,11/11/2013 20:33:34,Argos,,240,L,,401677571,11/11/2013 20:35:34,1,5,,-131,401677571,-122.139,47.674,,,50,,,,,,,2,6,215,72,224,226,90,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131116,13440,47.674,-122.138,2,11/11/2013 20:36:34,Argos,,240,A,,401677572,11/11/2013 20:35:34,1,5,,-122,401677572,-122.138,47.674,,,60,,,,,,,2,6,215,72,224,226,90,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131116,13440,47.674,-122.139,1,11/11/2013 20:33:34,Argos,,240,L,,401677571,11/11/2013 20:36:34,1,5,,-131,401677571,-122.139,47.674,,,50,,,,,,,2,6,215,73,32,34,91,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131116,13440,47.674,-122.138,2,11/11/2013 20:36:34,Argos,,240,A,,401677572,11/11/2013 20:36:34,1,5,,-122,401677572,-122.138,47.674,,,60,,,,,,,2,6,215,73,32,34,91,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131116,13440,47.674,-122.138,2,11/11/2013 20:36:34,Argos,,240,A,,401677572,11/11/2013 20:37:34,1,5,,-122,401677572,-122.138,47.674,,,60,,,,,,,2,6,215,73,96,246,90,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131116,13440,47.674,-122.138,2,11/11/2013 20:36:34,Argos,,240,A,,401677572,11/11/2013 20:38:34,1,5,,-122,401677572,-122.138,47.674,,,60,,,,,,,2,180,221,73,160,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,
