 1979.0000  -64.2323  -89.7476  270.0000
 1979.0000  -64.4521  -89.7454  270.0000
 1979.0000  -64.6721  -89.7431  322.0000
 1979.0000  -64.8923  -89.7408  322.0000
 1979.0000  -65.1126  -89.7384  322.0000
 1979.0000  -65.3332  -89.7360  322.0000
 1979.0000  -65.5539  -89.7335  326.0000
 1979.0000  -65.7748  -89.7310  326.0000
 1979.0000  -65.9959  -89.7285  326.0000
 1979.0000  -66.2172  -89.7259  326.0000
 1979.0000  -66.4386  -89.7232  328.0000
 1979.0000  -66.6602  -89.7205  346.0000
 1979.0000  -66.8820  -89.7178  348.0000
 1979.0000  -67.1039  -89.7150  348.0000
 1979.0000  -67.3260  -89.7121  352.0000
 1979.0000  -67.5483  -89.7092  352.0000
 1979.0000  -67.7708  -89.7062  354.0000
 1979.0000  -67.9934  -89.7031  408.0000
 1979.0000  -68.2161  -89.7000  410.0000
 1979.0000  -68.4390  -89.6968  410.0000
 1979.0000  -68.6621  -89.6936  410.0000
 1979.0000  -68.8854  -89.6903  410.0000
 1979.0000  -69.1088  -89.6869  410.0000
 1979.0000  -69.3324  -89.6835  410.0000
 1979.0000  -69.5561  -89.6799  410.0000
 1979.0000  -69.7799  -89.6763  410.0000
 1979.0000  -70.0039  -89.6726  410.0000
 1979.0000  -70.2281  -89.6688  410.0000
 1979.0000  -70.4524  -89.6649  410.0000
 1979.0000  -70.6768  -89.6610  410.0000
 1979.0000  -70.9014  -89.6569  410.0000
 1979.0000  -71.1262  -89.6528  410.0000
 1979.0000  -71.3511  -89.6485  410.0000
 1979.0000  -71.5761  -89.6441  410.0000
 1979.0000  -71.8012  -89.6396  410.0000
 1979.0000  -72.0265  -89.6351  410.0000
 1979.0000  -72.2520  -89.6304  410.0000
 1979.0000  -72.4775  -89.6255  410.0000
 1979.0000  -64.0107  -89.2495  236.0000
 1979.0000  -64.2303  -89.2428  272.0000
 1979.0000  -64.4501  -89.2361  294.0000
 1979.0000  -64.6701  -89.2292  316.0000
 1979.0000  -64.8903  -89.2223  322.0000
 1979.0000  -65.1106  -89.2152  322.0000
 1979.0000  -65.3312  -89.2079  322.0000
 1979.0000  -65.5519  -89.2006  326.0000
 1979.0000  -65.7728  -89.1931  326.0000
 1979.0000  -65.9938  -89.1854  326.0000
 1979.0000  -66.2150  -89.1776  326.0000
 1979.0000  -66.4365  -89.1697  326.0000
 1979.0000  -66.6581  -89.1616  348.0000
 1979.0000  -66.8798  -89.1534  348.0000
 1979.0000  -67.1017  -89.1449  348.0000
 1979.0000  -67.3238  -89.1363  350.0000
 1979.0000  -67.5461  -89.1276  352.0000
 1979.0000  -67.7685  -89.1186  352.0000
 1979.0000  -67.9911  -89.1095  410.0000
 1979.0000  -68.2138  -89.1001  410.0000
 1979.0000  -68.4367  -89.0906  410.0000
 1979.0000  -68.6598  -89.0809  410.0000
 1979.0000  -68.8830  -89.0710  410.0000
 1979.0000  -69.1064  -89.0608  410.0000
 1979.0000  -69.3299  -89.0504  410.0000
 1979.0000  -69.5536  -89.0398  410.0000
 1979.0000  -69.7774  -89.0290  410.0000
 1979.0000  -70.0014  -89.0179  410.0000
 1979.0000  -70.2255  -89.0065  410.0000
 1979.0000  -70.4498  -88.9949  410.0000
 1979.0000  -70.6742  -88.9830  410.0000
 1979.0000  -70.8988  -88.9709  410.0000
 1979.0000  -71.1235  -88.9584  410.0000
 1979.0000  -71.3483  -88.9456  410.0000
 1979.0000  -71.5733  -88.9325  410.0000
 1979.0000  -71.7984  -88.9191  410.0000
 1979.0000  -72.0237  -88.9053  410.0000
 1979.0000  -72.2490  -88.8912  410.0000
