 1979.0000  -64.2323  -89.7476  232.0000
 1979.0000  -64.4521  -89.7454  228.0000
 1979.0000  -64.6721  -89.7431  228.0000
 1979.0000  -64.8923  -89.7408  228.0000
 1979.0000  -65.1126  -89.7384  228.0000
 1979.0000  -65.3332  -89.7360  228.0000
 1979.0000  -65.5539  -89.7335  226.0000
 1979.0000  -65.7748  -89.7310  226.0000
 1979.0000  -65.9959  -89.7285  202.0000
 1979.0000  -66.2172  -89.7259  202.0000
 1979.0000  -66.4386  -89.7232  202.0000
 1979.0000  -66.6602  -89.7205  168.0000
 1979.0000  -66.8820  -89.7178  122.0000
 1979.0000  -67.1039  -89.7150  120.0000
 1979.0000  -67.3260  -89.7121  120.0000
 1979.0000  -67.5483  -89.7092  118.0000
 1979.0000  -67.7708  -89.7062  116.0000
 1979.0000  -67.9934  -89.7031  110.0000
 1979.0000  -68.2161  -89.7000  104.0000
 1979.0000  -68.4390  -89.6968  102.0000
 1979.0000  -68.6621  -89.6936   46.0000
 1979.0000  -68.8854  -89.6903   46.0000
 1979.0000  -69.1088  -89.6869   46.0000
 1979.0000  -69.3324  -89.6835   46.0000
 1979.0000  -69.5561  -89.6799   46.0000
 1979.0000  -69.7799  -89.6763   46.0000
 1979.0000  -70.0039  -89.6726   46.0000
 1979.0000  -70.2281  -89.6688   46.0000
 1979.0000  -70.4524  -89.6649   46.0000
 1979.0000  -70.6768  -89.6610   46.0000
 1979.0000  -70.9014  -89.6569   46.0000
 1979.0000  -71.1262  -89.6528   46.0000
 1979.0000  -71.3511  -89.6485   46.0000
 1979.0000  -71.5761  -89.6441   46.0000
 1979.0000  -71.8012  -89.6396   46.0000
 1979.0000  -72.0265  -89.6351   46.0000
 1979.0000  -72.2520  -89.6304   46.0000
 1979.0000  -72.4775  -89.6255   46.0000
 1979.0000  -64.0107  -89.2495  232.0000
 1979.0000  -64.2303  -89.2428  232.0000
 1979.0000  -64.4501  -89.2361  232.0000
 1979.0000  -64.6701  -89.2292  232.0000
 1979.0000  -64.8903  -89.2223  228.0000
 1979.0000  -65.1106  -89.2152  228.0000
 1979.0000  -65.3312  -89.2079  226.0000
 1979.0000  -65.5519  -89.2006  226.0000
 1979.0000  -65.7728  -89.1931  226.0000
 1979.0000  -65.9938  -89.1854  226.0000
 1979.0000  -66.2150  -89.1776  202.0000
 1979.0000  -66.4365  -89.1697  168.0000
 1979.0000  -66.6581  -89.1616  122.0000
 1979.0000  -66.8798  -89.1534  120.0000
 1979.0000  -67.1017  -89.1449  120.0000
 1979.0000  -67.3238  -89.1363  120.0000
 1979.0000  -67.5461  -89.1276  118.0000
 1979.0000  -67.7685  -89.1186  116.0000
 1979.0000  -67.9911  -89.1095  116.0000
 1979.0000  -68.2138  -89.1001  108.0000
 1979.0000  -68.4367  -89.0906  102.0000
 1979.0000  -68.6598  -89.0809   46.0000
 1979.0000  -68.8830  -89.0710   46.0000
 1979.0000  -69.1064  -89.0608   46.0000
 1979.0000  -69.3299  -89.0504   46.0000
 1979.0000  -69.5536  -89.0398   46.0000
 1979.0000  -69.7774  -89.0290   46.0000
