"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",122020,13440,-39.665,176.874,1,09/11/2012 02:26:23,Argos,,269,N,,401644042,09/11/2012 02:23:54,1,8,,-130,401644042,176.874,-39.665,,,50,,,,,,,0,63,1,48,194,131,27,67,9,13,110,224,104,12,32,45,168,48,128,182,224,194,2,222,194,15,18,110,128,155,79,,
"",122020,13440,-39.665,176.874,1,09/11/2012 02:26:23,Argos,,269,N,,401644042,09/11/2012 02:24:53,1,8,,-130,401644042,176.874,-39.665,,,50,,,,,,,0,64,1,48,194,131,27,67,9,13,110,210,115,12,32,45,184,48,128,182,224,194,2,222,194,15,18,110,128,155,195,,
"",122020,13440,-39.665,176.874,1,09/11/2012 02:26:23,Argos,,269,N,,401644042,09/11/2012 02:25:53,1,8,,-130,401644042,176.874,-39.665,,,50,,,,,,,0,65,1,48,194,131,27,67,9,13,110,131,182,12,32,45,184,48,128,182,224,194,2,222,194,15,18,110,128,155,5,,
"",122020,13440,-39.665,176.874,1,09/11/2012 02:26:23,Argos,,269,N,,401644042,09/11/2012 02:26:23,1,8,,-130,401644042,176.874,-39.665,,,50,,,,,,,33,8,66,1,0,128,0,0,0,0,64,0,0,0,2,168,36,2,230,6,112,38,218,,,,,,,,,,
"",122020,13440,-39.665,176.874,1,09/11/2012 02:26:23,Argos,,269,N,,401644042,09/11/2012 02:26:53,1,8,,-130,401644042,176.874,-39.665,,,50,,,,,,,0,66,1,48,194,131,27,67,9,13,110,115,185,12,32,45,184,48,128,182,224,194,2,222,194,15,18,110,128,155,14,,
"",122020,13440,-39.665,176.874,1,09/11/2012 02:26:23,Argos,,269,N,,401644042,09/11/2012 02:27:23,1,8,,-130,401644042,176.874,-39.665,,,50,,,,,,,33,12,66,1,0,128,0,0,0,0,64,0,0,0,2,191,52,2,230,6,129,22,171,,,,,,,,,,
"",122020,13440,-39.665,176.874,1,09/11/2012 02:26:23,Argos,,269,N,,401644042,09/11/2012 02:27:53,1,8,,-130,401644042,176.874,-39.665,,,50,,,,,,,0,67,1,48,194,131,27,67,9,13,110,34,124,12,32,45,184,48,128,182,224,194,2,222,194,15,18,110,128,155,196,,
"",122020,13440,-39.665,176.874,1,09/11/2012 02:26:23,Argos,,269,N,,401644042,09/11/2012 02:28:23,1,8,,-130,401644042,176.874,-39.665,,,50,,,,,,,33,16,66,1,0,128,0,0,0,0,64,0,0,0,2,200,68,2,230,6,86,132,31,,,,,,,,,,
"",122020,13440,-39.662,176.877,2,09/21/2012 02:19:21,Argos,,330,N,,401642790,09/21/2012 02:17:22,1,9,,-133,401642790,176.877,-39.662,,,58,,,,,,,0,74,1,48,129,65,220,131,8,12,113,8,60,12,28,45,192,48,112,215,0,194,67,27,130,40,43,111,7,69,169,,
"",122020,13440,-39.662,176.877,2,09/21/2012 02:19:21,Argos,,330,N,,401642790,09/21/2012 02:18:22,1,9,,-133,401642790,176.877,-39.662,,,58,,,,,,,0,75,1,48,129,65,220,131,8,12,113,89,249,12,28,45,192,48,112,215,0,194,67,27,130,40,43,111,7,69,91,,
