DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131120",131120,Mk10,Strong,29-Feb-2016,05:24:58,29-Feb-2016,00:25:11
"131120",131120,Mk10,Strong,10-Mar-2016,17:56:37,10-Mar-2016,12:56:50
