DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
"131120",131120,0.500000,Mk10,,05:24:58 29-Feb-2016,00:25:11 29-Feb-2016,-17986,1,-63.4090,-56.8430,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,13:55:22 29-Feb-2016,08:55:35 29-Feb-2016,-17986,A,-63.1900,-57.1960,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,,13:08:41 29-Feb-2016,,1,-63.4410,-56.8920,,0,0,,29233,3.120,,,-1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,,20:54:30 29-Feb-2016,,0,-63.4690,-56.9510,,0,0,,1073,3.120,,,-1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,08:40:04 01-Mar-2016,03:40:17 01-Mar-2016,-17986,0,-63.3300,-56.5960,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,16:14:23 02-Mar-2016,11:14:36 02-Mar-2016,-17986,B,-63.7050,-56.8020,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,,13:19:56 02-Mar-2016,,1,-63.6200,-56.5330,,0,0,,1969,3.184,,,-1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,,05:30:21 03-Mar-2016,,A,-64.0080,-57.3370,,0,0,,2353,3.184,,,-0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,01:28:37 05-Mar-2016,20:28:50 04-Mar-2016,-17986,B,-64.0570,-56.8370,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,,04:28:04 06-Mar-2016,,B,-63.8360,-57.0350,,0,0,,3889,3.056,,,-0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,05:46:25 07-Mar-2016,00:46:38 07-Mar-2016,-17986,A,-64.0930,-56.7530,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,,08:59:52 07-Mar-2016,,B,-64.1300,-57.1870,,0,0,,4401,3.056,,,-1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,08:03:11 09-Mar-2016,03:03:24 09-Mar-2016,-17986,B,-64.1050,-57.0200,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,01:51:11 10-Mar-2016,20:51:24 09-Mar-2016,-17986,A,-64.3350,-57.1610,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,17:02:33 10-Mar-2016,12:02:46 10-Mar-2016,-17986,3,-64.2870,-57.2810,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,17:56:37 10-Mar-2016,12:56:50 10-Mar-2016,-17986,A,-64.2870,-57.3040,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131120",131120,0.500000,Mk10,,,20:49:57 10-Mar-2016,,2,-64.3010,-57.2970,,0,0,,38670,3.056,,,-8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
