DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:15:00,,,,3.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:16:15,,,,14.5,2.50,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:17:30,,,,7.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:18:45,,,,5.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:20:00,,,,1.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:21:15,,,,3.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:22:30,,,,5.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:23:45,,,,3.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:25:00,,,,5.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:26:15,,,,1.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:27:30,,,,66.5,9.50,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:28:45,,,,99.5,9.75,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:30:00,,,,99.5,9.75,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:31:15,,,,66.5,9.50,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:32:30,,,,99.5,9.75,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:33:45,,,,3.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:35:00,,,,3.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:36:15,,,,10.5,2.50,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:37:30,,,,10.5,2.50,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:38:45,,,,18.5,2.75,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:40:00,,,,99.5,9.75,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:41:15,,,,116.5,10.00,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:42:30,,,,116.5,10.00,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:43:45,,,,116.5,10.00,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:45:00,,,,99.5,9.75,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:46:15,,,,1.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:47:30,,,,3.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:48:45,,,,1.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:50:00,,,,29.0,4.75,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:51:15,,,,83.0,9.50,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:52:30,,,,54.0,5.00,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:53:45,,,,66.5,9.50,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:55:00,,,,3.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:56:15,,,,7.0,1.25,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:57:30,,,,29.0,4.75,,
"131120",131120,0.500000,Transmission,Mk10,29-Feb-2016,01:58:45,,,,18.5,2.75,,
