DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"122018",122018,Mk10,DS,1,0,0,,,04:44:50 11-Sep-2012,K,,,,,,,,,,
"122018",122018,Mk10,DS,1,0,1,,,21:19:18 11-Sep-2012,A,B,-39.7780,176.8720,,,,,401644126,-130,
"122018",122018,Mk10,DS,3,0,3,150,30,21:48:48 11-Sep-2012,L,A,-39.8760,176.8410,,,,,401644165,-132,
"122018",122018,Mk10,DS,2,0,2,180,180,23:02:37 11-Sep-2012,A,B,-39.6960,176.9350,,,5,,401644246,-132,
"122018",122018,Mk10,DS,15,0,15,42,30,01:17:14 12-Sep-2012,P,1,-39.6660,176.9310,,,48,,401644272,-127,
"122018",122018,Mk10,DS,11,0,11,42,30,02:16:27 12-Sep-2012,N,0,-39.5790,176.9070,,,48,,401644224,-125,
"122018",122018,Mk10,DS,18,0,12,40,30,02:57:09 12-Sep-2012,P,0,-39.6740,176.9070,,,46,,401644263,-123,
"122018",122018,Mk10,DS,13,0,5,60,30,03:59:45 12-Sep-2012,N,1,-39.6570,176.9090,,,48,,401644246,-124,
"122018",122018,Mk10,DS,7,0,3,60,30,04:20:03 12-Sep-2012,K,1,-39.6130,176.8150,,,40,,401644215,-121,
"122018",122018,Mk10,DS,3,0,3,165,120,05:40:02 12-Sep-2012,N,A,-39.6470,176.8750,,,8,,401644200,-134,
"122018",122018,Mk10,DS,11,0,11,66,30,06:03:52 12-Sep-2012,K,3,-39.6630,176.8840,,,50,,401644205,-120,
"122018",122018,Mk10,DS,9,0,9,33,29,06:07:45 12-Sep-2012,M,2,-39.6700,176.8860,,,50,,401644205,-125,
"122018",122018,Mk10,DS,1,0,0,,,07:36:31 12-Sep-2012,K,B,-39.6780,176.9010,,,8,,401644220,-136,
"122018",122018,Mk10,DS,2,0,2,60,60,07:44:31 12-Sep-2012,M,B,-39.6540,176.8800,,,,,401644213,-126,
"122018",122018,Mk10,DS,1,0,1,,,07:55:01 12-Sep-2012,A,B,-39.6730,176.8900,,,,,401644214,-135,
"122018",122018,Mk10,DS,2,0,2,120,120,08:25:01 12-Sep-2012,L,B,-39.6540,176.8920,,,,,401644201,-125,
"122018",122018,Mk10,DS,3,0,2,164,29,09:27:15 12-Sep-2012,M,A,-39.6530,176.8800,,,8,,401644201,-126,
"122018",122018,Mk10,DS,3,0,3,420,150,09:36:30 12-Sep-2012,A,A,-39.6670,176.8910,,,,,401644205,-121,
"122018",122018,Mk10,DS,2,0,2,180,180,10:09:30 12-Sep-2012,L,B,-39.6780,176.8870,,,7,,401644213,-124,
"122018",122018,Mk10,DS,1,0,0,,,11:01:29 12-Sep-2012,P,B,-39.6720,176.8690,,,8,,401644198,-134,
"122018",122018,Mk10,DS,13,0,9,45,30,11:13:51 12-Sep-2012,A,3,-39.6560,176.8910,,,50,,401644207,-119,
"122018",122018,Mk10,DS,1,0,1,,,11:47:59 12-Sep-2012,L,B,-39.6650,176.8600,,,7,,401644222,-134,
"122018",122018,Mk10,DS,9,0,4,90,30,12:43:24 12-Sep-2012,P,2,-39.6630,176.8790,,,58,,401644206,-123,
"122018",122018,Mk10,DS,16,0,9,44,30,13:44:53 12-Sep-2012,N,3,-39.6630,176.8800,,,58,,401644208,-120,
"122018",122018,Mk10,DS,21,0,21,31,30,14:20:31 12-Sep-2012,P,3,-39.6660,176.8830,,,58,,401644212,-125,
"122018",122018,Mk10,DS,23,0,23,35,30,15:22:02 12-Sep-2012,N,3,-39.6620,176.8810,,,58,,401644219,-127,
"122018",122018,Mk10,DS,17,0,17,37,30,15:40:14 12-Sep-2012,K,3,-39.6620,176.8790,,,50,,401644220,-125,
"122018",122018,Mk10,DS,22,0,22,32,30,17:16:23 12-Sep-2012,K,3,-39.6600,176.8920,,,58,,401644229,-124,
"122018",122018,Mk10,DS,16,0,16,38,30,17:28:23 12-Sep-2012,M,2,-39.6660,176.8660,,,50,,401644232,-124,
"122018",122018,Mk10,DS,8,0,8,47,30,18:14:20 12-Sep-2012,L,2,-39.6780,176.8800,,,58,,401644227,-125,
"122018",122018,Mk10,DS,23,0,23,32,30,19:08:46 12-Sep-2012,M,2,-39.6590,176.8630,,,48,,401644236,-122,
"122018",122018,Mk10,DS,12,0,12,40,30,19:19:24 12-Sep-2012,A,2,-39.6620,176.8860,,,58,,401644231,-120,
"122018",122018,Mk10,DS,22,0,22,34,30,19:54:48 12-Sep-2012,L,1,-39.6520,176.8450,,,47,,401644264,-122,
"122018",122018,Mk10,DS,1,0,1,,,20:49:53 12-Sep-2012,M,B,-39.6560,176.8440,,,6,,401644292,-136,
"122018",122018,Mk10,DS,20,0,20,36,29,20:56:32 12-Sep-2012,A,0,-39.6810,176.9510,,,40,,401644274,-117,
"122018",122018,Mk10,DS,3,0,3,58,50,21:31:52 20-Sep-2012,A,A,-39.4010,179.8410,,,40,,401644274,-128,
"122018",122018,Mk10,DS,1,0,1,,,21:36:41 20-Sep-2012,L,B,-39.3960,179.8460,,,,,401643884,-134,
"122018",122018,Mk10,DS,2,0,2,209,209,02:18:38 21-Sep-2012,N,B,-41.5830,177.5730,,,68,,401643355,-131,
"122018",122018,Mk10,DS,5,0,5,82,30,03:03:53 21-Sep-2012,P,,,,,,,,,-128,
"122018",122018,Mk10,DS,1,0,1,,,03:24:55 17-Jan-2013,A,,,,,,,,,,
"122018",122018,Mk10,DS,3,0,3,51,43,18:13:37 09-Feb-2013,P,A,-64.6380,-62.0620,,,,,401643448,-130,
"122018",122018,Mk10,DS,4,0,4,91,30,18:24:47 09-Feb-2013,N,0,-64.5670,-62.2140,,,40,,401643391,-133,
