"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",154184,13440,-63.466,-56.923,B,03/01/2016 00:08:25,Argos,,0,N,,401677154,03/01/2016 00:08:26,1,1,,-129,401677154,-56.923,-63.466,,,8,,,,,,,208,238,240,186,168,0,101,137,210,30,29,221,29,21,144,219,93,137,144,44,138,4,104,3,56,65,208,135,208,37,97,,
"",154184,13440,-63.42,-56.969,B,03/01/2016 10:07:54,Argos,,0,N,,401677133,03/01/2016 10:07:55,1,1,,-135,401677133,-56.969,-63.42,,,8,,,,,,,212,52,16,186,232,3,93,30,113,5,188,77,220,139,78,189,48,43,130,36,231,244,118,208,103,113,36,28,155,94,235,,
"",154184,13440,-63.372,-56.935,B,03/01/2016 10:07:54,Argos,,0,R,,401677161,03/01/2016 10:07:55,1,1,,-126,401677161,-56.935,-63.372,,,,,,,,,,212,52,16,186,232,3,77,14,113,7,232,176,105,126,205,98,162,23,195,33,240,235,222,7,102,65,201,179,116,2,245,,
"",154184,13440,,,,,,,0,K,,,03/03/2016 07:11:50,1,1,,,,,,,,,,,,,,,184,116,32,197,124,56,1,2,210,168,160,2,5,231,80,36,118,69,6,253,182,194,247,95,68,53,115,188,28,147,53,,
"",154184,13440,,,,,,,0,A,,,03/03/2016 10:22:25,1,1,,,,,,,,,,,,,,,186,43,112,194,245,4,88,253,175,183,179,3,152,22,126,254,80,133,81,51,47,62,150,125,93,123,150,183,46,240,7,,
"",154184,13440,,,,,,,0,K,,,03/03/2016 10:32:54,1,1,,,,,,,,,,,,,,,185,39,192,194,74,145,188,19,92,22,227,78,118,234,206,87,240,23,173,120,136,38,226,157,236,109,152,15,220,1,129,,
"",154184,13440,,,,,,,0,R,,,03/03/2016 12:29:08,1,1,,,,,,,,,,,,,,,184,89,192,194,0,195,44,160,14,249,53,131,100,128,213,131,166,155,16,221,166,199,172,202,71,117,181,218,132,142,109,,
"",154184,13440,,,,,,,0,A,,,03/03/2016 13:39:32,1,1,,,,,,,,,,,,,,,188,209,49,197,103,172,77,70,92,172,150,121,96,154,7,59,204,213,189,89,20,17,11,85,184,6,13,91,16,177,212,,
"",154184,13440,,,,,,,0,R,,,03/03/2016 20:33:40,1,1,,,,,,,,,,,,,,,57,38,162,254,255,48,46,192,24,108,18,17,158,137,184,200,250,63,241,128,30,141,187,128,61,143,107,,,,,,
"",154184,13440,,,,,,,0,P,,,03/03/2016 22:03:56,1,1,,,,,,,,,,,,,,,188,213,48,198,225,194,224,76,144,2,33,74,48,191,229,169,114,23,231,136,69,224,103,28,23,244,127,74,175,127,101,,
