ID,Animal,Latitude,Longitude,timestamp,Start,End,Date,Month,Hour,Year,DepthMax,DepthMin,Quality,DurationMax,DurationMin
5357,131127,-62.494,-61.285,5/16/2016 4:14,5/16/2016 7:02,5/16/2016 7:14,5/16/2016 8:25,May,4,2016,323.5,316,B,769,767
5357,131127,-62.494,-61.285,5/16/2016 5:02,5/16/2016 7:51,5/16/2016 8:02,5/16/2016 8:25,May,5,2016,347.5,340,B,653,651
5357,131127,-62.494,-61.285,5/16/2016 5:19,5/16/2016 8:08,5/16/2016 8:19,5/16/2016 8:25,May,5,2016,363.5,356,B,649,647
813,131127,-62.574,-61.126,5/16/2016 10:28,5/16/2016 13:23,5/16/2016 13:28,5/16/2016 13:58,May,10,2016,72.5,71,A,315,313
813,131127,-62.574,-61.126,5/16/2016 10:56,5/16/2016 13:52,5/16/2016 13:56,5/16/2016 13:58,May,10,2016,70.5,69,A,271,269
813,131127,-62.574,-61.126,5/16/2016 10:41,5/16/2016 13:34,5/16/2016 13:41,5/16/2016 13:58,May,10,2016,72.5,71,A,413,411
813,131127,-62.574,-61.126,5/16/2016 10:34,5/16/2016 13:29,5/16/2016 13:34,5/16/2016 13:58,May,10,2016,70.5,69,A,291,289
813,131127,-62.574,-61.126,5/16/2016 10:49,5/16/2016 13:43,5/16/2016 13:49,5/16/2016 13:58,May,10,2016,80.5,79,A,371,369
815,131127,-62.57,-61.099,5/16/2016 13:13,5/16/2016 16:09,5/16/2016 16:13,5/16/2016 16:30,May,13,2016,64.5,63,B,297,295
815,131127,-62.57,-61.099,5/16/2016 13:24,5/16/2016 16:20,5/16/2016 16:24,5/16/2016 16:30,May,13,2016,60.5,59,B,203,201
815,131127,-62.57,-61.099,5/16/2016 13:19,5/16/2016 16:15,5/16/2016 16:19,5/16/2016 16:30,May,13,2016,74.5,73,B,257,255
815,131127,-62.57,-61.099,5/16/2016 13:30,5/16/2016 16:28,5/16/2016 16:30,5/16/2016 16:30,May,13,2016,53,52.5,B,161,159
815,131127,-62.57,-61.099,5/16/2016 13:26,5/16/2016 16:24,5/16/2016 16:26,5/16/2016 16:30,May,13,2016,56.5,55.5,B,159,157
816,131127,-62.57,-61.099,5/16/2016 13:36,5/16/2016 16:33,5/16/2016 16:36,5/16/2016 17:01,May,13,2016,52,51.5,B,215,213
816,131127,-62.57,-61.099,5/16/2016 13:33,5/16/2016 16:31,5/16/2016 16:33,5/16/2016 17:01,May,13,2016,48,47.5,B,131,129
816,131127,-62.57,-61.099,5/16/2016 13:45,5/16/2016 16:38,5/16/2016 16:45,5/16/2016 17:01,May,13,2016,66.5,65,B,413,411
816,131127,-62.57,-61.099,5/16/2016 13:53,5/16/2016 16:47,5/16/2016 16:53,5/16/2016 17:01,May,13,2016,56.5,55.5,B,361,359
816,131127,-62.57,-61.099,5/16/2016 14:00,5/16/2016 16:53,5/16/2016 17:00,5/16/2016 17:01,May,14,2016,58.5,57,B,389,387
2082,131127,-62.57,-61.099,5/16/2016 14:23,5/16/2016 17:17,5/16/2016 17:23,5/16/2016 17:35,May,14,2016,53,52.5,B,373,371
2082,131127,-62.57,-61.099,5/16/2016 14:16,5/16/2016 17:10,5/16/2016 17:16,5/16/2016 17:35,May,14,2016,62.5,61,B,409,407
2082,131127,-62.57,-61.099,5/16/2016 14:34,5/16/2016 17:31,5/16/2016 17:34,5/16/2016 17:35,May,14,2016,52,51.5,B,171,169
2082,131127,-62.57,-61.099,5/16/2016 14:31,5/16/2016 17:24,5/16/2016 17:31,5/16/2016 17:35,May,14,2016,62.5,61,B,443,441
2082,131127,-62.57,-61.099,5/16/2016 14:35,5/16/2016 17:34,5/16/2016 17:35,5/16/2016 17:35,May,14,2016,22.5,22.5,B,73,71
4385,131127,-62.57,-61.099,5/16/2016 14:12,5/16/2016 17:08,5/16/2016 17:12,5/16/2016 17:37,May,14,2016,17.5,17.5,B,219,217
4385,131127,-62.57,-61.099,5/16/2016 14:06,5/16/2016 17:01,5/16/2016 17:06,5/16/2016 17:37,May,14,2016,17,17,B,301,299
4385,131127,-62.57,-61.099,5/16/2016 14:28,5/16/2016 17:23,5/16/2016 17:28,5/16/2016 17:37,May,14,2016,66.5,65,B,325,323
4385,131127,-62.57,-61.099,5/16/2016 14:20,5/16/2016 17:14,5/16/2016 17:20,5/16/2016 17:37,May,14,2016,52,51.5,B,355,353
4385,131127,-62.57,-61.099,5/16/2016 14:35,5/16/2016 17:29,5/16/2016 17:35,5/16/2016 17:37,May,14,2016,90.5,89,B,349,347
5360,131127,-62.57,-61.099,5/16/2016 14:06,5/16/2016 17:01,5/16/2016 17:06,5/16/2016 17:37,May,14,2016,17,17,B,301,299
5360,131127,-62.57,-61.099,5/16/2016 14:35,5/16/2016 17:29,5/16/2016 17:35,5/16/2016 17:37,May,14,2016,90.5,89,B,349,347
5360,131127,-62.57,-61.099,5/16/2016 14:20,5/16/2016 17:14,5/16/2016 17:20,5/16/2016 17:37,May,14,2016,52,51.5,B,355,353
5360,131127,-62.57,-61.099,5/16/2016 14:12,5/16/2016 17:08,5/16/2016 17:12,5/16/2016 17:37,May,14,2016,17.5,17.5,B,219,217
5360,131127,-62.57,-61.099,5/16/2016 14:28,5/16/2016 17:23,5/16/2016 17:28,5/16/2016 17:37,May,14,2016,66.5,65,B,325,323
817,131127,-62.57,-61.099,5/16/2016 14:44,5/16/2016 17:26,5/16/2016 17:44,5/16/2016 17:51,May,14,2016,58.5,57,B,1063,1061
817,131127,-62.57,-61.099,5/16/2016 14:24,5/16/2016 17:18,5/16/2016 17:24,5/16/2016 17:51,May,14,2016,60.5,59,B,401,399
817,131127,-62.57,-61.099,5/16/2016 14:07,5/16/2016 17:01,5/16/2016 17:07,5/16/2016 17:51,May,14,2016,58.5,57,B,403,401
817,131127,-62.57,-61.099,5/16/2016 14:16,5/16/2016 17:08,5/16/2016 17:16,5/16/2016 17:51,May,14,2016,58.5,57,B,451,449
817,131127,-62.57,-61.099,5/16/2016 14:49,5/16/2016 17:45,5/16/2016 17:49,5/16/2016 17:51,May,14,2016,58.5,57,B,279,277
4386,131127,-62.582,-61.097,5/16/2016 15:04,5/16/2016 17:56,5/16/2016 18:04,5/16/2016 18:29,May,15,2016,35,34.5,B,509,507
4386,131127,-62.582,-61.097,5/16/2016 14:42,5/16/2016 17:37,5/16/2016 17:42,5/16/2016 18:29,May,14,2016,22,22,B,337,335
4386,131127,-62.582,-61.097,5/16/2016 14:53,5/16/2016 17:46,5/16/2016 17:53,5/16/2016 18:29,May,14,2016,32,31.5,B,395,393
4386,131127,-62.582,-61.097,5/16/2016 15:27,5/16/2016 18:18,5/16/2016 18:27,5/16/2016 18:29,May,15,2016,40,39.5,B,515,513
4386,131127,-62.582,-61.097,5/16/2016 15:15,5/16/2016 18:08,5/16/2016 18:15,5/16/2016 18:29,May,15,2016,28,27.5,B,417,415
5361,131127,-62.582,-61.097,5/16/2016 14:42,5/16/2016 17:37,5/16/2016 17:42,5/16/2016 18:29,May,14,2016,22,22,B,337,335
5361,131127,-62.582,-61.097,5/16/2016 14:53,5/16/2016 17:46,5/16/2016 17:53,5/16/2016 18:29,May,14,2016,32,31.5,B,395,393
5361,131127,-62.582,-61.097,5/16/2016 15:04,5/16/2016 17:56,5/16/2016 18:04,5/16/2016 18:29,May,15,2016,35,34.5,B,509,507
5361,131127,-62.582,-61.097,5/16/2016 15:15,5/16/2016 18:08,5/16/2016 18:15,5/16/2016 18:29,May,15,2016,28,27.5,B,417,415
5361,131127,-62.582,-61.097,5/16/2016 15:27,5/16/2016 18:18,5/16/2016 18:27,5/16/2016 18:29,May,15,2016,40,39.5,B,515,513
820,131127,-62.586,-61.097,5/16/2016 17:18,5/16/2016 20:14,5/16/2016 20:18,5/16/2016 20:18,May,17,2016,62.5,61,B,195,193
820,131127,-62.586,-61.097,5/16/2016 17:05,5/16/2016 20:00,5/16/2016 20:05,5/16/2016 20:18,May,17,2016,43,42.5,B,319,317
820,131127,-62.586,-61.097,5/16/2016 17:08,5/16/2016 20:05,5/16/2016 20:08,5/16/2016 20:18,May,17,2016,54,53.5,B,175,173
820,131127,-62.586,-61.097,5/16/2016 17:12,5/16/2016 20:08,5/16/2016 20:12,5/16/2016 20:18,May,17,2016,58.5,57,B,229,227
820,131127,-62.586,-61.097,5/16/2016 17:13,5/16/2016 20:12,5/16/2016 20:13,5/16/2016 20:18,May,17,2016,26,25.5,B,71,69
2827,131127,-62.592,-61.098,5/16/2016 17:50,5/16/2016 20:40,5/16/2016 20:50,5/16/2016 21:35,May,17,2016,237.5,234,B,603,601
2827,131127,-62.592,-61.098,5/16/2016 17:37,5/16/2016 20:31,5/16/2016 20:37,5/16/2016 21:35,May,17,2016,197.5,194,B,399,397
2827,131127,-62.592,-61.098,5/16/2016 18:16,5/16/2016 21:05,5/16/2016 21:16,5/16/2016 21:35,May,18,2016,339.5,332,B,633,631
2827,131127,-62.592,-61.098,5/16/2016 18:04,5/16/2016 20:53,5/16/2016 21:04,5/16/2016 21:35,May,18,2016,245.5,242,B,613,611
2827,131127,-62.592,-61.098,5/16/2016 18:30,5/16/2016 21:20,5/16/2016 21:30,5/16/2016 21:35,May,18,2016,347.5,340,B,593,591
821,131127,-62.59,-61.098,5/16/2016 20:52,5/16/2016 23:47,5/16/2016 23:52,5/17/2016 0:15,May,20,2016,62.5,61,A,343,341
821,131127,-62.59,-61.098,5/16/2016 20:59,5/16/2016 23:53,5/16/2016 23:59,5/17/2016 0:15,May,20,2016,60.5,59,A,375,373
821,131127,-62.59,-61.098,5/16/2016 20:46,5/16/2016 23:42,5/16/2016 23:46,5/17/2016 0:15,May,20,2016,53,52.5,A,261,259
821,131127,-62.59,-61.098,5/16/2016 21:15,5/17/2016 0:09,5/17/2016 0:15,5/17/2016 0:15,May,21,2016,53,52.5,A,339,337
821,131127,-62.59,-61.098,5/16/2016 21:08,5/17/2016 0:01,5/17/2016 0:08,5/17/2016 0:15,May,21,2016,58.5,57,A,399,397
2829,131127,-62.59,-61.098,5/16/2016 20:59,5/16/2016 23:49,5/16/2016 23:59,5/17/2016 0:22,May,20,2016,363.5,356,A,637,635
2829,131127,-62.59,-61.098,5/16/2016 21:15,5/17/2016 0:05,5/17/2016 0:15,5/17/2016 0:22,May,21,2016,363.5,356,A,621,619
2829,131127,-62.59,-61.098,5/16/2016 20:08,5/16/2016 22:57,5/16/2016 23:08,5/17/2016 0:22,May,20,2016,363.5,356,A,719,717
2829,131127,-62.59,-61.098,5/16/2016 20:25,5/16/2016 23:15,5/16/2016 23:25,5/17/2016 0:22,May,20,2016,347.5,340,A,621,619
2829,131127,-62.59,-61.098,5/16/2016 20:43,5/16/2016 23:32,5/16/2016 23:43,5/17/2016 0:22,May,20,2016,363.5,356,A,657,655
4390,131127,-62.593,-61.144,5/16/2016 20:38,5/16/2016 23:36,5/16/2016 23:38,5/17/2016 0:44,May,20,2016,29,28.5,B,123,121
4390,131127,-62.593,-61.144,5/16/2016 20:56,5/16/2016 23:44,5/16/2016 23:56,5/17/2016 0:44,May,20,2016,387.5,380,B,681,679
4390,131127,-62.593,-61.144,5/16/2016 20:43,5/16/2016 23:41,5/16/2016 23:43,5/17/2016 0:44,May,20,2016,18,18,B,83,81
4390,131127,-62.593,-61.144,5/16/2016 21:37,5/17/2016 0:26,5/17/2016 0:37,5/17/2016 0:44,May,21,2016,411.5,404,B,675,673
4390,131127,-62.593,-61.144,5/16/2016 21:15,5/17/2016 0:01,5/17/2016 0:15,5/17/2016 0:44,May,21,2016,451.5,444,B,859,857
5365,131127,-62.593,-61.144,5/16/2016 20:43,5/16/2016 23:41,5/16/2016 23:43,5/17/2016 0:44,May,20,2016,18,18,B,83,81
5365,131127,-62.593,-61.144,5/16/2016 20:38,5/16/2016 23:36,5/16/2016 23:38,5/17/2016 0:44,May,20,2016,29,28.5,B,123,121
5365,131127,-62.593,-61.144,5/16/2016 21:15,5/17/2016 0:01,5/17/2016 0:15,5/17/2016 0:44,May,21,2016,451.5,444,B,859,857
5365,131127,-62.593,-61.144,5/16/2016 20:56,5/16/2016 23:44,5/16/2016 23:56,5/17/2016 0:44,May,20,2016,387.5,380,B,681,679
5365,131127,-62.593,-61.144,5/16/2016 21:37,5/17/2016 0:26,5/17/2016 0:37,5/17/2016 0:44,May,21,2016,411.5,404,B,675,673
822,131127,-62.593,-61.144,5/16/2016 21:38,5/17/2016 0:31,5/17/2016 0:38,5/17/2016 0:46,May,21,2016,64.5,63,B,385,383
822,131127,-62.593,-61.144,5/16/2016 21:19,5/17/2016 0:15,5/17/2016 0:19,5/17/2016 0:46,May,21,2016,48,47.5,B,277,275
822,131127,-62.593,-61.144,5/16/2016 21:26,5/17/2016 0:19,5/17/2016 0:26,5/17/2016 0:46,May,21,2016,56.5,55.5,B,381,379
822,131127,-62.593,-61.144,5/16/2016 21:30,5/17/2016 0:26,5/17/2016 0:30,5/17/2016 0:46,May,21,2016,49,48.5,B,253,251
822,131127,-62.593,-61.144,5/16/2016 21:45,5/17/2016 0:39,5/17/2016 0:45,5/17/2016 0:46,May,21,2016,62.5,61,B,375,373
826,131127,-62.585,-61.226,5/17/2016 2:15,5/17/2016 5:08,5/17/2016 5:15,5/17/2016 5:41,May,2,2016,56.5,55.5,B,441,439
826,131127,-62.585,-61.226,5/17/2016 2:05,5/17/2016 4:58,5/17/2016 5:05,5/17/2016 5:41,May,2,2016,72.5,71,B,445,443
826,131127,-62.585,-61.226,5/17/2016 2:31,5/17/2016 5:26,5/17/2016 5:31,5/17/2016 5:41,May,2,2016,47,46.5,B,291,289
826,131127,-62.585,-61.226,5/17/2016 2:26,5/17/2016 5:17,5/17/2016 5:26,5/17/2016 5:41,May,2,2016,58.5,57,B,547,545
826,131127,-62.585,-61.226,5/17/2016 2:39,5/17/2016 5:32,5/17/2016 5:39,5/17/2016 5:41,May,2,2016,88.5,87,B,419,417
828,131127,-62.571,-61.156,5/17/2016 4:46,5/17/2016 7:42,5/17/2016 7:46,5/17/2016 7:52,May,4,2016,66.5,65,2,251,249
828,131127,-62.571,-61.156,5/17/2016 4:51,5/17/2016 7:47,5/17/2016 7:51,5/17/2016 7:52,May,4,2016,74.5,73,2,255,253
828,131127,-62.571,-61.156,5/17/2016 4:28,5/17/2016 7:25,5/17/2016 7:28,5/17/2016 7:52,May,4,2016,22,22,2,221,219
828,131127,-62.571,-61.156,5/17/2016 4:32,5/17/2016 7:30,5/17/2016 7:32,5/17/2016 7:52,May,4,2016,36,35.5,2,167,165
828,131127,-62.571,-61.156,5/17/2016 4:38,5/17/2016 7:32,5/17/2016 7:38,5/17/2016 7:52,May,4,2016,51,50.5,2,315,313
2835,131127,-62.564,-61.16,5/17/2016 5:37,5/17/2016 8:26,5/17/2016 8:37,5/17/2016 8:44,May,5,2016,403.5,396,B,651,649
2835,131127,-62.564,-61.16,5/17/2016 4:25,5/17/2016 7:15,5/17/2016 7:25,5/17/2016 8:44,May,4,2016,371.5,364,B,605,603
2835,131127,-62.564,-61.16,5/17/2016 4:43,5/17/2016 7:32,5/17/2016 7:43,5/17/2016 8:44,May,4,2016,347.5,340,B,651,649
2835,131127,-62.564,-61.16,5/17/2016 4:55,5/17/2016 7:49,5/17/2016 7:55,5/17/2016 8:44,May,4,2016,96.5,95,B,353,351
2835,131127,-62.564,-61.16,5/17/2016 5:13,5/17/2016 8:02,5/17/2016 8:13,5/17/2016 8:44,May,5,2016,395.5,388,B,667,665
829,131127,-62.564,-61.16,5/17/2016 5:54,5/17/2016 8:49,5/17/2016 8:54,5/17/2016 8:55,May,5,2016,58.5,57,B,291,289
829,131127,-62.564,-61.16,5/17/2016 5:27,5/17/2016 8:21,5/17/2016 8:27,5/17/2016 8:55,May,5,2016,47,46.5,B,407,405
829,131127,-62.564,-61.16,5/17/2016 5:34,5/17/2016 8:28,5/17/2016 8:34,5/17/2016 8:55,May,5,2016,58.5,57,B,331,329
829,131127,-62.564,-61.16,5/17/2016 5:41,5/17/2016 8:35,5/17/2016 8:41,5/17/2016 8:55,May,5,2016,54,53.5,B,367,365
829,131127,-62.564,-61.16,5/17/2016 5:49,5/17/2016 8:43,5/17/2016 8:49,5/17/2016 8:55,May,5,2016,56.5,55.5,B,383,381
2391,131127,-62.564,-61.16,5/17/2016 4:28,5/17/2016 7:22,5/17/2016 7:28,5/17/2016 9:20,May,4,2016,58.5,57,B,377,375
2391,131127,-62.564,-61.16,5/17/2016 5:59,5/17/2016 8:51,5/17/2016 8:59,5/17/2016 9:20,May,5,2016,29,28.5,B,425,423
2391,131127,-62.564,-61.16,5/17/2016 5:51,5/17/2016 7:28,5/17/2016 8:51,5/17/2016 9:20,May,5,2016,64.5,63,B,5019,5017
2391,131127,-62.564,-61.16,5/17/2016 6:19,5/17/2016 9:09,5/17/2016 9:19,5/17/2016 9:20,May,6,2016,72.5,71,B,593,591
2391,131127,-62.564,-61.16,5/17/2016 6:08,5/17/2016 9:00,5/17/2016 9:08,5/17/2016 9:20,May,6,2016,53,52.5,B,465,463
4399,131127,-62.564,-61.16,5/17/2016 5:49,5/17/2016 8:43,5/17/2016 8:49,5/17/2016 9:23,May,5,2016,80.5,79,B,369,367
4399,131127,-62.564,-61.16,5/17/2016 6:21,5/17/2016 9:15,5/17/2016 9:21,5/17/2016 9:23,May,6,2016,82.5,81,B,381,379
4399,131127,-62.564,-61.16,5/17/2016 6:05,5/17/2016 9:00,5/17/2016 9:05,5/17/2016 9:23,May,6,2016,82.5,81,B,337,335
4399,131127,-62.564,-61.16,5/17/2016 5:58,5/17/2016 8:51,5/17/2016 8:58,5/17/2016 9:23,May,5,2016,80.5,79,B,409,407
4399,131127,-62.564,-61.16,5/17/2016 6:13,5/17/2016 9:07,5/17/2016 9:13,5/17/2016 9:23,May,6,2016,82.5,81,B,351,349
5374,131127,-62.564,-61.16,5/17/2016 6:05,5/17/2016 9:00,5/17/2016 9:05,5/17/2016 9:23,May,6,2016,82.5,81,B,337,335
5374,131127,-62.564,-61.16,5/17/2016 5:49,5/17/2016 8:43,5/17/2016 8:49,5/17/2016 9:23,May,5,2016,80.5,79,B,369,367
5374,131127,-62.564,-61.16,5/17/2016 5:58,5/17/2016 8:51,5/17/2016 8:58,5/17/2016 9:23,May,5,2016,80.5,79,B,409,407
5374,131127,-62.564,-61.16,5/17/2016 6:13,5/17/2016 9:07,5/17/2016 9:13,5/17/2016 9:23,May,6,2016,82.5,81,B,351,349
5374,131127,-62.564,-61.16,5/17/2016 6:21,5/17/2016 9:15,5/17/2016 9:21,5/17/2016 9:23,May,6,2016,82.5,81,B,381,379
830,131127,-62.564,-61.16,5/17/2016 6:30,5/17/2016 9:25,5/17/2016 9:30,5/17/2016 9:46,May,6,2016,51,50.5,B,305,303
830,131127,-62.564,-61.16,5/17/2016 6:24,5/17/2016 9:19,5/17/2016 9:24,5/17/2016 9:46,May,6,2016,53,52.5,B,319,317
830,131127,-62.564,-61.16,5/17/2016 6:39,5/17/2016 9:34,5/17/2016 9:39,5/17/2016 9:46,May,6,2016,52,51.5,B,293,291
830,131127,-62.564,-61.16,5/17/2016 6:34,5/17/2016 9:31,5/17/2016 9:34,5/17/2016 9:46,May,6,2016,50,49.5,B,187,185
830,131127,-62.564,-61.16,5/17/2016 6:46,5/17/2016 9:40,5/17/2016 9:46,5/17/2016 9:46,May,6,2016,50,49.5,B,341,339
4400,131127,-62.564,-61.16,5/17/2016 6:35,5/17/2016 9:30,5/17/2016 9:35,5/17/2016 9:58,May,6,2016,78.5,77,B,333,331
4400,131127,-62.564,-61.16,5/17/2016 6:29,5/17/2016 9:23,5/17/2016 9:29,5/17/2016 9:58,May,6,2016,84.5,83,B,367,365
4400,131127,-62.564,-61.16,5/17/2016 6:49,5/17/2016 9:44,5/17/2016 9:49,5/17/2016 9:58,May,6,2016,80.5,79,B,295,293
4400,131127,-62.564,-61.16,5/17/2016 6:42,5/17/2016 9:37,5/17/2016 9:42,5/17/2016 9:58,May,6,2016,84.5,83,B,305,303
4400,131127,-62.564,-61.16,5/17/2016 6:56,5/17/2016 9:50,5/17/2016 9:56,5/17/2016 9:58,May,6,2016,80.5,79,B,377,375
5375,131127,-62.564,-61.16,5/17/2016 6:49,5/17/2016 9:44,5/17/2016 9:49,5/17/2016 9:58,May,6,2016,80.5,79,B,295,293
5375,131127,-62.564,-61.16,5/17/2016 6:56,5/17/2016 9:50,5/17/2016 9:56,5/17/2016 9:58,May,6,2016,80.5,79,B,377,375
5375,131127,-62.564,-61.16,5/17/2016 6:29,5/17/2016 9:23,5/17/2016 9:29,5/17/2016 9:58,May,6,2016,84.5,83,B,367,365
5375,131127,-62.564,-61.16,5/17/2016 6:35,5/17/2016 9:30,5/17/2016 9:35,5/17/2016 9:58,May,6,2016,78.5,77,B,333,331
5375,131127,-62.564,-61.16,5/17/2016 6:42,5/17/2016 9:37,5/17/2016 9:42,5/17/2016 9:58,May,6,2016,84.5,83,B,305,303
831,131127,-62.564,-61.16,5/17/2016 6:48,5/17/2016 9:46,5/17/2016 9:48,5/17/2016 9:59,May,6,2016,32,31.5,B,135,133
831,131127,-62.564,-61.16,5/17/2016 6:50,5/17/2016 9:48,5/17/2016 9:50,5/17/2016 9:59,May,6,2016,28,27.5,B,121,119
831,131127,-62.564,-61.16,5/17/2016 6:53,5/17/2016 9:50,5/17/2016 9:53,5/17/2016 9:59,May,6,2016,34,33.5,B,123,121
831,131127,-62.564,-61.16,5/17/2016 6:54,5/17/2016 9:53,5/17/2016 9:54,5/17/2016 9:59,May,6,2016,28,27.5,B,69,67
831,131127,-62.564,-61.16,5/17/2016 6:58,5/17/2016 9:55,5/17/2016 9:58,5/17/2016 9:59,May,6,2016,27,26.5,B,161,159
2836,131127,-62.564,-61.16,5/17/2016 5:54,5/17/2016 8:45,5/17/2016 8:54,5/17/2016 10:14,May,5,2016,379.5,372,B,597,595
2836,131127,-62.564,-61.16,5/17/2016 6:13,5/17/2016 9:03,5/17/2016 9:13,5/17/2016 10:14,May,6,2016,387.5,380,B,627,625
2836,131127,-62.564,-61.16,5/17/2016 6:31,5/17/2016 9:20,5/17/2016 9:31,5/17/2016 10:14,May,6,2016,395.5,388,B,677,675
2836,131127,-62.564,-61.16,5/17/2016 6:49,5/17/2016 9:38,5/17/2016 9:49,5/17/2016 10:14,May,6,2016,395.5,388,B,627,625
2836,131127,-62.564,-61.16,5/17/2016 7:07,5/17/2016 9:56,5/17/2016 10:07,5/17/2016 10:14,May,7,2016,411.5,404,B,659,657
4401,131127,-62.592,-61.057,5/17/2016 7:47,5/17/2016 10:40,5/17/2016 10:47,5/17/2016 11:20,May,7,2016,197.5,194,A,445,443
4401,131127,-62.592,-61.057,5/17/2016 8:05,5/17/2016 11:03,5/17/2016 11:05,5/17/2016 11:20,May,8,2016,18.5,18.5,A,113,111
4401,131127,-62.592,-61.057,5/17/2016 8:00,5/17/2016 10:53,5/17/2016 11:00,5/17/2016 11:20,May,8,2016,189.5,186,A,413,411
4401,131127,-62.592,-61.057,5/17/2016 8:19,5/17/2016 11:17,5/17/2016 11:19,5/17/2016 11:20,May,8,2016,18.5,18.5,A,141,139
4401,131127,-62.592,-61.057,5/17/2016 8:15,5/17/2016 11:09,5/17/2016 11:15,5/17/2016 11:20,May,8,2016,189.5,186,A,371,369
5376,131127,-62.592,-61.057,5/17/2016 8:00,5/17/2016 10:53,5/17/2016 11:00,5/17/2016 11:20,May,8,2016,189.5,186,A,413,411
5376,131127,-62.592,-61.057,5/17/2016 7:47,5/17/2016 10:40,5/17/2016 10:47,5/17/2016 11:20,May,7,2016,197.5,194,A,445,443
5376,131127,-62.592,-61.057,5/17/2016 8:15,5/17/2016 11:09,5/17/2016 11:15,5/17/2016 11:20,May,8,2016,189.5,186,A,371,369
5376,131127,-62.592,-61.057,5/17/2016 8:05,5/17/2016 11:03,5/17/2016 11:05,5/17/2016 11:20,May,8,2016,18.5,18.5,A,113,111
5376,131127,-62.592,-61.057,5/17/2016 8:19,5/17/2016 11:17,5/17/2016 11:19,5/17/2016 11:20,May,8,2016,18.5,18.5,A,141,139
833,131127,-62.588,-61.071,5/17/2016 8:56,5/17/2016 11:51,5/17/2016 11:56,5/17/2016 12:01,May,8,2016,49,48.5,1,311,309
833,131127,-62.588,-61.071,5/17/2016 8:38,5/17/2016 11:35,5/17/2016 11:38,5/17/2016 12:01,May,8,2016,47,46.5,1,239,237
833,131127,-62.588,-61.071,5/17/2016 8:44,5/17/2016 11:39,5/17/2016 11:44,5/17/2016 12:01,May,8,2016,50,49.5,1,271,269
833,131127,-62.588,-61.071,5/17/2016 8:50,5/17/2016 11:45,5/17/2016 11:50,5/17/2016 12:01,May,8,2016,52,51.5,1,271,269
833,131127,-62.588,-61.071,5/17/2016 9:00,5/17/2016 11:57,5/17/2016 12:00,5/17/2016 12:01,May,9,2016,50,49.5,1,165,163
2394,131127,-62.597,-61.127,5/17/2016 13:05,5/17/2016 15:56,5/17/2016 16:05,5/17/2016 16:16,May,13,2016,36,35.5,B,559,557
2394,131127,-62.597,-61.127,5/17/2016 13:15,5/17/2016 16:06,5/17/2016 16:15,5/17/2016 16:16,May,13,2016,32,31.5,B,565,563
2394,131127,-62.597,-61.127,5/17/2016 12:34,5/17/2016 15:17,5/17/2016 15:34,5/17/2016 16:16,May,12,2016,39,38.5,B,1037,1035
2394,131127,-62.597,-61.127,5/17/2016 12:43,5/17/2016 15:35,5/17/2016 15:43,5/17/2016 16:16,May,12,2016,41,40.5,B,479,477
2394,131127,-62.597,-61.127,5/17/2016 12:54,5/17/2016 15:44,5/17/2016 15:54,5/17/2016 16:16,May,12,2016,43,42.5,B,611,609
4408,131127,-62.591,-61.078,5/17/2016 15:05,5/17/2016 18:01,5/17/2016 18:05,5/17/2016 18:10,May,15,2016,19.5,19.5,B,239,237
4408,131127,-62.591,-61.078,5/17/2016 14:36,5/17/2016 17:33,5/17/2016 17:36,5/17/2016 18:10,May,14,2016,19.5,19.5,B,209,207
4408,131127,-62.591,-61.078,5/17/2016 14:44,5/17/2016 17:38,5/17/2016 17:44,5/17/2016 18:10,May,14,2016,31,30.5,B,373,371
4408,131127,-62.591,-61.078,5/17/2016 14:58,5/17/2016 17:47,5/17/2016 17:58,5/17/2016 18:10,May,14,2016,60.5,59,B,703,701
4408,131127,-62.591,-61.078,5/17/2016 15:09,5/17/2016 18:05,5/17/2016 18:09,5/17/2016 18:10,May,15,2016,19,19,B,209,207
5383,131127,-62.591,-61.078,5/17/2016 14:36,5/17/2016 17:33,5/17/2016 17:36,5/17/2016 18:10,May,14,2016,19.5,19.5,B,209,207
5383,131127,-62.591,-61.078,5/17/2016 14:58,5/17/2016 17:47,5/17/2016 17:58,5/17/2016 18:10,May,14,2016,60.5,59,B,703,701
5383,131127,-62.591,-61.078,5/17/2016 14:44,5/17/2016 17:38,5/17/2016 17:44,5/17/2016 18:10,May,14,2016,31,30.5,B,373,371
5383,131127,-62.591,-61.078,5/17/2016 15:09,5/17/2016 18:05,5/17/2016 18:09,5/17/2016 18:10,May,15,2016,19,19,B,209,207
5383,131127,-62.591,-61.078,5/17/2016 15:05,5/17/2016 18:01,5/17/2016 18:05,5/17/2016 18:10,May,15,2016,19.5,19.5,B,239,237
848,131127,-62.591,-61.078,5/17/2016 15:13,5/17/2016 18:09,5/17/2016 18:13,5/17/2016 18:34,May,15,2016,51,50.5,B,281,279
848,131127,-62.591,-61.078,5/17/2016 15:06,5/17/2016 18:01,5/17/2016 18:06,5/17/2016 18:34,May,15,2016,49,48.5,B,327,325
848,131127,-62.591,-61.078,5/17/2016 15:25,5/17/2016 18:20,5/17/2016 18:25,5/17/2016 18:34,May,15,2016,50,49.5,B,329,327
