x,y,timestamp,ID,Behavior
-64.20800781,-65.31199646,2/2/2015 2:28,131147,Traveling
-64.21600342,-65.3219986,2/2/2015 2:35,131147,Traveling
-64.21600342,-65.3239975,2/2/2015 3:25,131147,Traveling
-64.21798706,-65.31600189,2/2/2015 3:31,131147,Area-restricted Search
-64.28500366,-65.28399658,2/2/2015 5:12,131147,Area-restricted Search
-64.44699097,-65.3259964,2/2/2015 6:44,131147,Traveling
-64.42001343,-65.32800293,2/2/2015 6:49,131147,Traveling
-64.40899658,-65.34400177,2/2/2015 7:24,131147,Traveling
-64.36401367,-65.34300232,2/2/2015 8:23,131147,Traveling
-64.35800171,-65.34500122,2/2/2015 8:35,131147,Traveling
-64.37799072,-65.33799744,2/2/2015 9:03,131147,Traveling
-64.36801147,-65.33000183,2/2/2015 9:19,131147,Traveling
-64.38299561,-65.33000183,2/2/2015 10:02,131147,Traveling
-64.40499878,-65.32900238,2/2/2015 11:00,131147,Traveling
-64.4039917,-65.32499695,2/2/2015 12:40,131147,Traveling
-64.42999268,-65.30699921,2/2/2015 15:55,131147,Area-restricted Search
-64.28201294,-65.38400269,2/3/2015 0:13,131147,Area-restricted Search
-64.42199707,-65.3030014,2/3/2015 0:24,131147,Traveling
-64.43301392,-65.33100128,2/3/2015 1:34,131147,Traveling
-64.42401123,-65.33599854,2/3/2015 2:14,131147,Traveling
-64.45700073,-65.30599976,2/3/2015 3:14,131147,Traveling
-64.45800781,-65.30899811,2/3/2015 3:19,131147,Traveling
-64.45001221,-65.27999878,2/3/2015 3:41,131147,Area-restricted Search
-64.39801025,-65.14499664,2/3/2015 10:27,131147,Traveling
-64.33401489,-65.14399719,2/3/2015 12:09,131147,Traveling
-64.32501221,-65.14900208,2/3/2015 12:09,131147,Traveling
-64.34799194,-65.15200043,2/3/2015 12:54,131147,Traveling
-64.32501221,-65.18599701,2/3/2015 13:48,131147,Area-restricted Search
-64.3039856,-65.33000183,2/3/2015 18:42,131147,Area-restricted Search
-64.30599976,-65.33100128,2/3/2015 18:46,131147,Area-restricted Search
-64.34100342,-65.39600372,2/3/2015 20:18,131147,Traveling
-64.31399536,-65.39299774,2/3/2015 20:19,131147,Traveling
-64.33700562,-65.40100098,2/3/2015 20:31,131147,Traveling
-64.47900391,-64.98000336,1/8/2015 23:37,131151,Traveling
-64.47900391,-64.98100281,1/8/2015 23:38,131151,Traveling
-64.46600342,-64.96700287,1/8/2015 23:56,131151,Traveling
-64.46099854,-64.96700287,1/8/2015 23:57,131151,Area-restricted Search
-64.37799072,-64.93399811,1/9/2015 0:43,131151,Area-restricted Search
-64.33499146,-64.90799713,1/9/2015 1:13,131151,Traveling
-64.33999634,-64.91200256,1/9/2015 1:17,131151,Traveling
-64.36099243,-64.90799713,1/9/2015 1:37,131151,Traveling
-64.43899536,-64.91699982,1/9/2015 2:22,131151,Traveling
-64.42800903,-64.92099762,1/9/2015 2:25,131151,Traveling
-64.47698975,-64.93199921,1/9/2015 2:55,131151,Traveling
-64.46899414,-64.93099976,1/9/2015 2:59,131151,Traveling
-64.45800781,-64.91500092,1/9/2015 3:13,131151,Traveling
-64.46798706,-64.71600342,3/6/2015 8:56,131151,Traveling
-64.49301147,-64.97000122,1/8/2015 21:56,131153,Traveling
-64.49899292,-64.9940033,1/8/2015 23:03,131153,Traveling
-64.46600342,-64.96900177,1/8/2015 23:37,131153,Traveling
-64.46600342,-64.97100067,1/8/2015 23:38,131153,Traveling
-64.49499512,-64.96299744,1/8/2015 23:57,131153,Traveling
-64.42300415,-64.93599701,1/9/2015 0:42,131153,Traveling
-64.41000366,-64.9469986,1/9/2015 1:39,131153,Traveling
-64.48599243,-64.96099854,1/9/2015 2:55,131153,Traveling
-64.49798584,-64.91699982,1/9/2015 11:56,131153,Traveling
-64.47198486,-64.90799713,1/9/2015 12:27,131153,Area-restricted Search
-64.375,-64.91400146,1/9/2015 13:11,131153,Area-restricted Search
-64.32699585,-64.90499878,1/9/2015 13:33,131153,Area-restricted Search
-64.29598999,-64.81300354,1/10/2015 0:18,131153,Traveling
-64.28900146,-64.80799866,1/10/2015 1:06,131153,Traveling
-64.29998779,-64.81099701,1/10/2015 1:13,131153,Traveling
-64.31799316,-64.81800079,1/10/2015 1:59,131153,Traveling
-64.28900146,-64.81400299,1/10/2015 2:45,131153,Traveling
-64.29000854,-64.81999969,1/10/2015 2:46,131153,Traveling
-64.33898926,-64.81900024,1/10/2015 2:58,131153,Traveling
-64.32400513,-64.79799652,1/10/2015 3:36,131153,Traveling
-64.28100586,-64.79399872,1/10/2015 3:50,131153,Traveling
-64.35101318,-64.80699921,1/10/2015 4:25,131153,Traveling
-64.33099365,-64.80699921,1/10/2015 4:26,131153,Traveling
-64.3380127,-64.81600189,1/10/2015 4:38,131153,Traveling
-64.3420105,-64.83399963,1/10/2015 5:12,131153,Traveling
-64.33700562,-64.83100128,1/10/2015 6:02,131153,Traveling
-64.34100342,-64.83100128,1/10/2015 6:04,131153,Traveling
-64.3460083,-64.83000183,1/10/2015 6:53,131153,Traveling
-64.34698486,-64.81199646,1/10/2015 7:41,131153,Traveling
-64.28799438,-64.82299805,1/10/2015 8:31,131153,Traveling
-64.31799316,-64.81600189,1/10/2015 9:23,131153,Traveling
-64.29598999,-64.8259964,1/10/2015 9:44,131153,Traveling
-64.33898926,-64.83699799,1/10/2015 10:12,131153,Traveling
-64.36099243,-64.82099915,1/10/2015 11:10,131153,Area-restricted Search
-64.3999939,-64.83699799,1/10/2015 11:22,131153,Area-restricted Search
-64.49798584,-64.87400055,1/11/2015 0:55,131153,Traveling
-64.48300171,-64.87200165,1/11/2015 0:56,131153,Traveling
-64.49899292,-64.8730011,1/11/2015 2:35,131153,Traveling
-64.49099731,-64.90699768,1/11/2015 4:13,131153,Traveling
-64.48699951,-64.90699768,1/11/2015 4:13,131153,Traveling
-64.47399902,-64.90299988,1/11/2015 4:14,131153,Traveling
-64.45098877,-64.91200256,1/11/2015 4:51,131153,Traveling
-64.41799927,-64.87400055,1/11/2015 5:51,131153,Traveling
-64.39898682,-64.8769989,1/11/2015 5:55,131153,Traveling
-64.39599609,-64.8710022,1/11/2015 5:56,131153,Traveling
