DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131134",131134,Mk10,DS,1,0,0,,,18:29:47 22-Nov-2013,A,B,47.6740,-122.1370,,,,,401677513,,
"131134",131134,Mk10,DS,4,0,0,60,60,19:16:47 22-Nov-2013,P,1,47.6750,-122.1360,,,,,401677513,,
"131134",131134,Mk10,DS,3,0,0,150,60,19:21:47 22-Nov-2013,B,A,47.6770,-122.1360,,,,,401677512,,
"131134",131134,Mk10,DS,3,0,0,90,60,19:59:47 22-Nov-2013,L,A,47.6770,-122.1350,,,,,401677512,,
"131134",131134,Mk10,DS,6,0,0,60,60,20:09:17 22-Nov-2013,A,2,47.6780,-122.1350,,,,,401677513,,
"131134",131134,Mk10,DS,7,0,0,90,60,20:58:04 22-Nov-2013,P,3,47.6770,-122.1340,,,,,401677513,,
"131134",131134,Mk10,DS,4,0,0,60,60,20:25:56 25-Nov-2013,P,2,47.6760,-122.1350,,,,,401677522,,
"131134",131134,Mk10,DS,4,0,0,60,60,22:06:26 25-Nov-2013,P,2,47.6790,-122.1320,,,,,401677521,,
"131134",131134,Mk10,DS,4,0,1,120,60,22:29:26 25-Nov-2013,N,3,47.6770,-122.1360,,,,,401677521,,
"131134",131134,Mk10,DS,5,0,0,60,60,23:06:56 25-Nov-2013,K,2,47.6760,-122.1350,,,,,401677522,,
"131134",131134,Mk10,DS,8,0,1,68,60,18:43:16 26-Nov-2013,A,3,47.6760,-122.1340,,,,,401677525,,
"131134",131134,Mk10,DS,2,0,0,240,240,19:09:46 26-Nov-2013,L,B,47.6760,-122.1350,,,,,401677526,,
"131134",131134,Mk10,DS,5,0,0,60,60,20:15:16 26-Nov-2013,P,2,47.6750,-122.1380,,,,,401677528,,
"131134",131134,Mk10,DS,3,0,1,60,60,20:24:46 26-Nov-2013,A,A,47.6780,-122.1370,,,,,401677528,,
"131134",131134,Mk10,DS,4,0,1,92,46,19:29:56 25-Apr-2016,R,1,-65.0380,-63.3160,,,50,,401677543,-125,
"131134",131134,Mk10,DS,3,0,2,52,51,20:02:57 25-Apr-2016,N,A,-65.0280,-63.3570,,,8,,401677528,-135,
"131134",131134,Mk10,DS,2,0,2,47,47,20:32:15 25-Apr-2016,P,B,-65.0640,-63.3590,,,6,,401677536,-131,
"131134",131134,Mk10,DS,5,0,2,63,47,20:33:48 25-Apr-2016,K,1,-65.0520,-63.3550,,,56,,401677529,-131,
"131134",131134,Mk10,DS,5,0,1,50,46,21:14:33 25-Apr-2016,R,0,-65.0360,-63.3630,,,57,,401677540,-129,
"131134",131134,Mk10,DS,4,0,1,92,66,21:49:56 25-Apr-2016,N,1,-65.0690,-63.3040,,,58,,401677539,-130,
"131134",131134,Mk10,DS,4,0,0,147,54,22:07:57 25-Apr-2016,P,2,-65.0810,-63.2290,,,56,,401677543,-124,
"131134",131134,Mk10,DS,4,0,1,138,58,22:12:55 25-Apr-2016,K,1,-65.0550,-63.2320,,,46,,401677534,-123,
"131134",131134,Mk10,DS,6,0,1,128,100,22:49:51 25-Apr-2016,R,2,-65.0550,-63.2250,,,58,,401677539,-128,
"131134",131134,Mk10,DS,3,0,0,54,54,23:24:56 25-Apr-2016,N,A,-65.0730,-63.2060,,,8,,401677536,-128,
"131134",131134,Mk10,DS,1,0,0,,,23:52:03 25-Apr-2016,P,B,-65.0780,-63.2130,,,6,,401677527,-134,
"131134",131134,Mk10,DS,4,0,1,92,46,23:54:18 25-Apr-2016,K,2,-65.0620,-63.0960,,,56,,401677534,-124,
