DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131134",131134,Mk10,Strong,22-Nov-2013,18:29:46,22-Nov-2013,18:29:47
"131134",131134,Mk10,Strong,25-Apr-2016,22:15:42,25-Apr-2016,22:16:56
