"DeployID","Platform ID No.","Prg No.","Latitude","Longitude","Loc. quality","Loc. date","Loc. type","Altitude","Pass","Sat.","Mote Id","Frequency","Msg Date","Comp.","Msg","> - 120 DB","Best level","Delta freq.","Long. 1","Lat. sol. 1","Long. 2","Lat. sol. 2","Loc. idx","Nopc","Error radius","Semi-major axis","Semi-minor axis","Ellipse orientation","GDOP","SENSOR #01","SENSOR #02","SENSOR #03","SENSOR #04","SENSOR #05","SENSOR #06","SENSOR #07","SENSOR #08","SENSOR #09","SENSOR #10","SENSOR #11","SENSOR #12","SENSOR #13","SENSOR #14","SENSOR #15","SENSOR #16","SENSOR #17","SENSOR #18","SENSOR #19","SENSOR #20","SENSOR #21","SENSOR #22","SENSOR #23","SENSOR #24","SENSOR #25","SENSOR #26","SENSOR #27","SENSOR #28","SENSOR #29","SENSOR #30","SENSOR #31","SENSOR #32"
"",131115,13440,47.676,-122.134,B,11/11/2013 20:34:17,Argos,,0,L,,401677402,11/11/2013 20:34:18,1,1,,-136,401677402,-122.134,47.676,,,8,,,,,,,2,172,197,72,144,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131115,13440,47.674,-122.139,A,11/11/2013 20:37:17,Argos,,120,A,,401677401,11/11/2013 20:36:18,1,3,,-126,401677401,-122.139,47.674,,,8,,,,,,,2,6,215,73,16,45,91,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131115,13440,47.674,-122.139,A,11/11/2013 20:37:17,Argos,,120,A,,401677401,11/11/2013 20:37:18,1,3,,-126,401677401,-122.139,47.674,,,8,,,,,,,2,6,215,73,80,249,90,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131115,13440,47.674,-122.139,A,11/11/2013 20:37:17,Argos,,120,A,,401677401,11/11/2013 20:38:18,1,3,,-126,401677401,-122.139,47.674,,,8,,,,,,,2,172,199,73,144,0,78,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131115,13440,47.675,-122.135,2,11/11/2013 21:16:47,Argos,,660,P,,401677401,11/11/2013 21:11:18,1,12,,-116,401677401,-122.135,47.675,,,50,,,,,,,2,6,215,82,208,245,93,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131115,13440,47.675,-122.135,2,11/11/2013 21:16:47,Argos,,660,P,,401677401,11/11/2013 21:12:18,1,12,,-116,401677401,-122.135,47.675,,,50,,,,,,,2,6,215,83,16,53,92,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131115,13440,47.675,-122.135,2,11/11/2013 21:16:47,Argos,,660,P,,401677401,11/11/2013 21:13:18,1,12,,-116,401677401,-122.135,47.675,,,50,,,,,,,2,6,215,83,80,225,93,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131115,13440,47.675,-122.135,2,11/11/2013 21:16:47,Argos,,660,P,,401677401,11/11/2013 21:14:18,1,12,,-116,401677401,-122.135,47.675,,,50,,,,,,,2,172,215,83,144,0,114,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131115,13440,47.675,-122.135,2,11/11/2013 21:16:47,Argos,,660,P,,401677401,11/11/2013 21:15:18,1,12,,-116,401677401,-122.135,47.675,,,50,,,,,,,2,6,215,83,208,9,92,,,,,,,,,,,,,,,,,,,,,,,,,,
"",131115,13440,47.675,-122.135,2,11/11/2013 21:16:47,Argos,,660,P,,401677401,11/11/2013 21:16:18,1,12,,-116,401677401,-122.135,47.675,,,50,,,,,,,6,6,215,84,16,163,78,50,231,83,208,6,176,80,236,237,60,0,0,,,,,,,,,,,,,,
