DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131115",131115,Mk10,DS,1,0,0,,,20:34:17 11-Nov-2013,L,B,47.6760,-122.1340,,,8,,401677402,-136,
"131115",131115,Mk10,DS,3,0,0,60,60,20:37:17 11-Nov-2013,A,A,47.6740,-122.1390,,,8,,401677401,-126,
"131115",131115,Mk10,DS,12,0,0,60,60,21:16:47 11-Nov-2013,P,2,47.6750,-122.1350,,,50,,401677401,-116,
"131115",131115,Mk10,DS,6,0,0,60,60,21:45:47 11-Nov-2013,N,3,47.6760,-122.1340,,,50,,401677401,-124,
"131115",131115,Mk10,DS,4,0,0,60,60,22:08:57 11-Nov-2013,K,2,47.6780,-122.1320,,,60,,401677400,-134,
"131115",131115,Mk10,DS,5,0,0,60,60,22:59:17 11-Nov-2013,P,2,47.6770,-122.1320,,,68,,401677399,-126,
"131115",131115,Mk10,DS,11,0,0,66,60,23:25:06 11-Nov-2013,N,3,47.6770,-122.1320,,,50,,401677401,-121,
"131115",131115,Mk10,DS,9,0,0,67,60,23:49:24 11-Nov-2013,K,3,47.6770,-122.1370,,,50,,401677401,-121,
"131115",131115,Mk10,DS,4,0,0,80,60,01:00:32 12-Nov-2013,R,2,47.6770,-122.1330,,,68,,401677402,-131,
"131115",131115,Mk10,DS,5,0,0,60,60,01:06:17 12-Nov-2013,N,2,47.6780,-122.1360,,,50,,401677402,-131,
"131115",131115,Mk10,DS,7,0,0,60,60,01:28:47 12-Nov-2013,K,3,47.6780,-122.1340,,,58,,401677403,-129,
