Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
13440,131133,7,A,B,1,22-Nov-2013,18:29:19,47.6690,-122.1340,"",401677514,,,0,22-Nov-2013,18:29:19,,,120,,,,,,,0,22,239,39,82,84,28
13440,131133,7,A,B,1,22-Nov-2013,18:29:19,47.6690,-122.1340,"",401677514,,,0,22-Nov-2013,18:31:19,,,120,,,,,,,0,6,237,39,210,252,29
13440,131133,7,P,2,2,22-Nov-2013,19:16:19,47.6790,-122.1410,"",401677508,,,0,22-Nov-2013,19:15:19,,,300,,,,,,,2,6,237,51,210,204,63
13440,131133,7,P,2,2,22-Nov-2013,19:16:19,47.6790,-122.1410,"",401677508,,,0,22-Nov-2013,19:16:19,,,300,,,,,,,2,196,171,52,18,0,117
13440,131133,7,P,2,2,22-Nov-2013,19:16:19,47.6790,-122.1410,"",401677508,,,0,22-Nov-2013,19:17:19,,,300,,,,,,,2,6,237,52,82,80,59
13440,131133,7,P,2,2,22-Nov-2013,19:16:19,47.6790,-122.1410,"",401677508,,,0,22-Nov-2013,19:18:19,,,300,,,,,,,2,6,237,52,146,108,59
13440,131133,7,P,2,2,22-Nov-2013,19:16:19,47.6790,-122.1410,"",401677508,,,0,22-Nov-2013,19:19:19,,,300,,,,,,,2,6,237,52,210,184,58
13440,131133,7,P,2,2,22-Nov-2013,19:16:19,47.6790,-122.1410,"",401677508,,,0,22-Nov-2013,19:20:19,,,300,,,,,,,2,196,173,53,18,0,121
13440,131133,7,B,B,3,22-Nov-2013,19:20:19,47.6790,-122.1410,"",401677508,,,0,22-Nov-2013,19:20:19,,,,,,,,,,2,196,173,53,18,0,121
13440,131133,7,L,A,4,22-Nov-2013,19:59:19,47.6790,-122.1380,"",401677508,,,0,22-Nov-2013,19:59:19,,,240,,,,,,,2,6,237,62,210,96,57
