DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131133",131133,Mk10,DS,2,0,1,120,120,18:29:19 22-Nov-2013,A,B,47.6690,-122.1340,,,,,401677514,,
"131133",131133,Mk10,DS,6,0,1,60,60,19:16:19 22-Nov-2013,P,2,47.6790,-122.1410,,,,,401677508,,
"131133",131133,Mk10,DS,1,0,0,,,19:20:19 22-Nov-2013,B,B,47.6790,-122.1410,,,,,401677508,,
"131133",131133,Mk10,DS,3,0,1,120,60,19:59:19 22-Nov-2013,L,A,47.6790,-122.1380,,,,,401677508,,
"131133",131133,Mk10,DS,3,0,0,90,60,20:07:39 22-Nov-2013,A,A,47.6770,-122.1390,,,,,401677508,,
"131133",131133,Mk10,DS,7,0,0,60,60,20:58:19 22-Nov-2013,P,3,47.6770,-122.1360,,,,,401677508,,
"131133",131133,Mk10,DS,4,0,0,60,60,20:25:29 25-Nov-2013,P,2,47.6770,-122.1350,,,,,401677521,,
"131133",131133,Mk10,DS,4,0,0,60,60,20:46:59 25-Nov-2013,N,1,47.6740,-122.1330,,,,,401677521,,
"131133",131133,Mk10,DS,4,0,1,80,60,22:06:29 25-Nov-2013,P,2,47.6770,-122.1360,,,,,401677519,,
"131133",131133,Mk10,DS,8,0,1,60,60,22:28:59 25-Nov-2013,N,3,47.6760,-122.1360,,,,,401677519,,
"131133",131133,Mk10,DS,6,0,0,84,60,23:06:39 25-Nov-2013,K,3,47.6760,-122.1350,,,,,401677521,,
"131133",131133,Mk10,DS,8,0,1,68,60,18:43:12 26-Nov-2013,A,3,47.6760,-122.1360,,,,,401677524,,
"131133",131133,Mk10,DS,5,0,0,75,60,19:09:12 26-Nov-2013,L,3,47.6770,-122.1360,,,,,401677524,,
"131133",131133,Mk10,DS,1,0,0,,,19:37:42 26-Nov-2013,B,B,47.6770,-122.1360,,,,,401677524,,
"131133",131133,Mk10,DS,6,0,1,84,60,20:11:42 26-Nov-2013,P,3,47.6760,-122.1350,,,,,401677525,,
"131133",131133,Mk10,DS,5,0,1,60,60,20:25:42 26-Nov-2013,A,2,47.6770,-122.1380,,,,,401677525,,
