DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
"131128",131128,0.500000,Mk10,,,19:16:31 22-Nov-2013,,B,47.6760,-122.1330,,1,0,,73,3.504,,,21.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,19:21:30 22-Nov-2013,19:21:31 22-Nov-2013,1,B,47.6760,-122.1330,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,,20:52:31 22-Nov-2013,,2,47.6760,-122.1390,,1,0,,169,3.440,,,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,20:55:30 22-Nov-2013,20:55:31 22-Nov-2013,1,2,47.6760,-122.1390,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,,20:56:31 22-Nov-2013,,2,47.6760,-122.1390,,1,0,,173,3.440,,,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,20:59:30 22-Nov-2013,20:59:31 22-Nov-2013,1,2,47.6760,-122.1390,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,,21:00:31 22-Nov-2013,,2,47.6760,-122.1390,,1,0,,177,3.440,0.952,0.292,21.00,0.5,0.0,0,,,,,,,,,,,,7,7,69,,,,,,,,,,
"131128",131128,0.500000,Mk10,,,20:24:38 25-Nov-2013,,2,47.6770,-122.1380,,0,0,,198,3.504,,,20.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,20:25:36 25-Nov-2013,20:25:38 25-Nov-2013,2,2,47.6770,-122.1380,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,20:26:36 25-Nov-2013,20:26:38 25-Nov-2013,2,2,47.6770,-122.1380,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,,20:28:38 25-Nov-2013,,2,47.6770,-122.1380,,0,0,,202,3.504,,,20.30,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,20:29:36 25-Nov-2013,20:29:38 25-Nov-2013,2,2,47.6770,-122.1380,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,20:46:36 25-Nov-2013,20:46:38 25-Nov-2013,2,1,47.6790,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,20:47:36 25-Nov-2013,20:47:38 25-Nov-2013,2,1,47.6790,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,,20:48:38 25-Nov-2013,,A,47.6790,-122.1340,,1,0,,222,3.440,,,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,20:50:36 25-Nov-2013,20:50:38 25-Nov-2013,2,A,47.6790,-122.1340,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,22:01:36 25-Nov-2013,22:01:38 25-Nov-2013,2,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,22:05:36 25-Nov-2013,22:05:38 25-Nov-2013,2,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,22:06:36 25-Nov-2013,22:06:38 25-Nov-2013,2,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,22:07:36 25-Nov-2013,22:07:38 25-Nov-2013,2,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,,22:08:38 25-Nov-2013,,3,47.6780,-122.1360,,1,0,,302,3.376,,,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,22:09:36 25-Nov-2013,22:09:38 25-Nov-2013,2,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,22:10:36 25-Nov-2013,22:10:38 25-Nov-2013,2,3,47.6780,-122.1360,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,,22:28:38 25-Nov-2013,,3,47.6760,-122.1370,,1,0,,322,3.376,,,21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,22:29:36 25-Nov-2013,22:29:38 25-Nov-2013,2,3,47.6760,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,22:30:36 25-Nov-2013,22:30:38 25-Nov-2013,2,3,47.6760,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,22:31:36 25-Nov-2013,22:31:38 25-Nov-2013,2,3,47.6760,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,,22:32:38 25-Nov-2013,,3,47.6760,-122.1370,,1,0,,326,3.376,,,21.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,22:33:36 25-Nov-2013,22:33:38 25-Nov-2013,2,3,47.6760,-122.1370,CRC,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"131128",131128,0.500000,Mk10,,,18:44:28 26-Nov-2013,,3,47.6780,-122.1380,,1,0,,420,3.376,,,20.70,,,,,,,,,,,,,,,,,,,,,,,,,,,
