DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
"131136",131136,Mk10,Strong,22-Nov-2013,19:17:34,22-Nov-2013,19:17:35
"131136",131136,Mk10,Strong,05-Jun-2016,06:27:43,05-Jun-2016,06:28:35
